Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,13,8,5,61.5%,5,5,0,100.0%,2023,2026,R128,13,0.94,3.1%,4.5%,61.3%,58.9%,47.3%,54.4%,42.7%,50.0%,43.4%
Roland Garros,4,Clay,11,7,4,63.6%,1,0,1,0.0%,2022,2025,R32,11,1.02,1.9%,5.2%,58.8%,62.4%,41.9%,53.9%,47.1%,49.4%,45.5%
Wimbledon,3,Grass,5,2,3,40.0%,0,0,0,-,2022,2025,Q3,5,0.89,4.3%,7.3%,57.8%,61.6%,35.9%,50.8%,44.0%,54.8%,45.7%
US Open,4,Hard,8,4,4,50.0%,0,0,0,-,2022,2025,R128,8,0.98,3.5%,5.3%,60.7%,65.8%,49.7%,59.5%,39.5%,48.9%,41.8%
Miami,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2025,2026,Q1,2,0.83,4.0%,5.4%,66.4%,56.6%,44.0%,52.3%,39.4%,62.5%,23.5%
Indian Wells,3,Hard,5,2,3,40.0%,1,0,1,0.0%,2023,2026,Q2,5,0.89,4.0%,6.4%,59.4%,61.0%,43.0%,53.7%,41.1%,48.7%,55.6%
Mumbai 125,2,Hard,4,2,2,50.0%,0,0,0,-,2025,2026,QF,4,1.13,2.6%,2.1%,63.1%,69.1%,50.0%,62.1%,42.8%,73.7%,43.5%
Buenos Aires 125,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2022,2025,QF,6,0.98,2.5%,5.4%,61.6%,61.7%,47.9%,56.4%,42.6%,56.7%,56.3%
Colina 125,3,Clay,10,7,3,70.0%,1,0,1,0.0%,2023,2025,F,10,1.06,1.1%,3.9%,62.4%,58.5%,53.7%,56.7%,46.0%,58.3%,56.1%
Monterrey,2,Hard,4,2,2,50.0%,0,0,0,-,2023,2025,R32,4,1.00,8.3%,5.9%,60.0%,69.1%,48.8%,61.0%,39.2%,43.8%,55.0%
