Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Miami R128,L vs Cirstea,0.96,0.72,64.5,3.4,4.9%,61.0%,7.7%,51.3%,28.9%,37.5%
2022 Wimbledon R128,L vs Linette,0.94,0.47,47.5,2.2,0.0%,63.3%,0.0%,44.4%,24.0%,21.7%
2022 Roland Garros Q1,W vs Mcnally,1.07,1.30,62.6,2.8,4.9%,56.1%,10.5%,68.4%,40.4%,52.3%
2019 W25 Fort Worth TX R32,L vs Whittle,1.11,0.66,47.7,2.3,-,30.8%,-,37.5%,25.0%,54.5%
2019 W15 Cancun R16,W vs Wijesundera,1.02,3.28,33.3,2.1,-,88.2%,-,76.5%,54.8%,59.3%
2019 W15 Cancun SF,W vs Colling,0.95,1.38,45.9,2.0,-,61.5%,-,56.0%,63.9%,55.9%
2019 W15 Cancun R32,W vs Baranano,1.07,2.61,28.1,2.1,-,52.9%,-,85.7%,80.0%,77.8%
2019 W25 Irapuato R32,L vs Trevisan,0.81,0.72,42.2,2.0,3.0%,63.6%,0.0%,50.0%,39.1%,37.2%
2023 (1 matches),,0.96,0.72,64.5,3.4,4.9%,61.0%,7.7%,51.3%,28.9%,37.5%
2022 (2 matches),,1.02,0.94,56.8,2.5,2.8%,59.2%,6.2%,58.5%,34.7%,41.8%
2019 (5 matches),,0.97,1.19,40.7,2.1,0.8%,58.0%,0.0%,57.3%,51.0%,53.5%
Career (8 matches),,0.98,1.06,49.1,2.3,2.2%,58.9%,3.3%,56.5%,43.4%,48.1%
