Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2023 Miami R128,L vs Cirstea,20% (2/10),50% (1/2),0/3,60% (6/10),50% (3/6),1/1,0/1,1/1,0/0,0/0
2022 Wimbledon R128,L vs Linette,0% (0/9),- (0/0),0/3,38% (3/8),0% (0/3),0/0,0/0,0/0,0/0,0/0
2022 Roland Garros Q1,W vs Mcnally,60% (6/10),67% (4/6),0/3,36% (4/11),25% (1/4),2/4,1/2,2/2,1/2,0/0
2019 W25 Fort Worth TX R32,L vs Whittle,38% (3/8),67% (2/3),2/4,70% (7/10),0% (0/7),1/2,0/0,0/2,0/0,0/1
2019 W15 Cancun R16,W vs Wijesundera,78% (7/9),71% (5/7),0/0,11% (1/9),0% (0/1),5/5,2/3,0/0,1/2,0/0
2019 W15 Cancun SF,W vs Colling,78% (7/9),100% (7/7),2/2,50% (4/8),50% (2/4),4/5,0/0,0/0,0/0,0/0
2019 W15 Cancun R32,W vs Baranano,100% (7/7),100% (7/7),1/1,17% (1/6),0% (0/1),4/5,0/0,0/0,0/0,0/0
2019 W25 Irapuato R32,L vs Trevisan,36% (4/11),50% (2/4),0/4,40% (4/10),0% (0/4),2/2,0/2,1/1,0/0,0/0
2023 (1 matches),,20.0%,50.0%,0.0%,60.0%,50.0%,100.0%,0.0%,100.0%,-,-
2022 (2 matches),,31.6%,66.7%,0.0%,36.8%,14.3%,50.0%,50.0%,100.0%,50.0%,-
2019 (5 matches),,63.6%,82.1%,45.5%,39.5%,11.8%,84.2%,40.0%,33.3%,50.0%,0.0%
Career (8 matches),,49.3%,77.8%,25.0%,41.7%,20.0%,79.2%,37.5%,66.7%,50.0%,0.0%
