Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Miami R128,L vs Cirstea,81.4%,38.6%,5.7%,3/1,2.38,4.8%,76.2%,34.4%,4.8%,2.22,6.5%,92.6%,44.0%,7.4%,2.54,3.2%
2022 Roland Garros R128,L vs Udvardy,80.2%,46.6%,1.1%,1/0,2.28,1.8%,86.8%,47.8%,1.9%,2.34,3.0%,90.0%,44.4%,0.0%,2.20,0.0%
2022 Roland Garros Q3,L vs Zuger,78.2%,52.5%,9.0%,4/3,2.55,5.1%,83.9%,53.8%,8.1%,2.59,7.5%,81.8%,44.4%,18.2%,2.47,0.0%
Career (3 matches),,79.9%,46.1%,5.0%,66.7%,2.42,4.0%,82.8%,46.9%,5.1%,2.42,6.0%,89.7%,44.3%,5.9%,2.42,1.2%
