Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,528,305,223,57.8%,685-533,56.2%,5918-5373,52.4%,69-57,54.8%,480,68.1%,35.5%,4.0%,7.3%,60.5%,65.8%,44.2%,57.3%,44.4%,50.9%,1.04
Clay,173,93,80,53.8%,209-191,52.3%,1930-1858,51.0%,27-26,50.9%,159,66.0%,36.9%,3.1%,6.0%,63.0%,63.6%,45.1%,56.7%,44.2%,50.4%,1.02
Grass,61,30,31,49.2%,66-74,47.1%,668-695,49.0%,12-11,52.2%,57,69.6%,29.4%,4.2%,5.6%,65.0%,66.8%,44.5%,59.0%,40.5%,49.8%,0.99
Carpet,11,7,4,63.6%,15-13,53.6%,136-121,52.9%,1-1,50.0%,10,-,-,5.9%,7.6%,60.3%,69.7%,37.9%,57.1%,45.1%,50.9%,1.05
Grand Slams,164,97,67,59.1%,218-164,57.1%,1910-1700,52.9%,29-16,64.4%,147,69.7%,37.4%,3.7%,6.1%,62.6%,65.7%,43.9%,57.5%,44.5%,51.1%,1.05
Premiers,273,137,136,50.2%,316-315,50.1%,2985-2952,50.3%,28-41,40.6%,261,66.7%,33.5%,3.9%,7.2%,61.3%,65.4%,43.9%,57.1%,43.2%,50.1%,1.01
Internationals,192,132,60,68.8%,280-160,63.6%,2257-1832,55.2%,32-22,59.3%,179,69.7%,39.2%,4.0%,7.0%,60.7%,65.8%,46.3%,58.2%,45.7%,51.9%,1.09
Finals,21,12,9,57.1%,27-27,50.0%,238-259,47.9%,4-1,80.0%,19,61.7%,26.6%,4.2%,6.7%,61.4%,64.1%,44.4%,56.5%,41.2%,49.0%,0.95
Semi-finals,33,21,12,63.6%,44-36,55.0%,378-357,51.4%,4-3,57.1%,29,69.7%,34.7%,3.2%,6.8%,61.4%,65.2%,45.0%,57.4%,43.0%,50.3%,1.01
Quarter-finals,85,32,53,37.6%,81-117,40.9%,924-1001,48.0%,14-18,43.8%,77,63.4%,30.5%,4.2%,6.3%,61.9%,63.2%,43.8%,55.8%,42.1%,49.1%,0.95
vs Righties,683,387,296,56.7%,862-710,54.8%,7606-7066,51.8%,97-80,54.8%,623,67.7%,35.2%,3.9%,6.9%,61.5%,65.5%,44.2%,57.3%,44.1%,50.7%,1.03
vs Lefties,84,44,40,52.4%,104-97,51.7%,983-934,51.3%,12-15,44.4%,77,69.5%,33.9%,3.8%,6.7%,60.8%,65.8%,44.8%,57.6%,43.2%,50.4%,1.02
vs Top 10,117,38,79,32.5%,98-178,35.5%,1145-1440,44.3%,14-12,53.8%,111,62.2%,27.2%,3.9%,6.8%,60.8%,63.4%,42.6%,55.2%,39.5%,47.4%,0.88
