Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 US Open R64,L vs Azarenka,0.0%,-,4.9%,83.3%,20.5%,27.3%,0.0%,19.0%,27.3%,3.6%,75.0%,171,139
2025 Cincinnati R64,L vs Ito,1.1%,0.0%,15.5%,64.3%,23.6%,40.0%,0.0%,10.0%,25.0%,1.6%,0.0%,254,185
2025 Wimbledon QF,L vs Anisimova,0.0%,-,6.6%,60.0%,22.2%,12.5%,0.0%,11.5%,20.0%,2.1%,33.3%,21,54
2025 Miami R128,L vs Linette,0.0%,-,3.3%,60.0%,20.8%,33.3%,0.0%,20.6%,42.9%,1.5%,0.0%,74,118
2025 Australian Open QF,L vs Sabalenka,0.0%,-,7.8%,75.0%,16.4%,26.7%,100.0%,7.7%,33.3%,0.5%,100.0%,44,34
2024 US Open R32,L vs Swiatek,0.0%,-,9.2%,70.0%,26.3%,23.1%,0.0%,10.0%,22.2%,3.9%,40.0%,56,34
2024 US Open R128,W vs Preston,0.0%,-,8.1%,100.0%,31.8%,25.0%,0.0%,13.3%,25.0%,2.9%,33.3%,224,190
2024 Toronto R64,L vs Azarenka,0.0%,-,7.7%,50.0%,8.7%,12.5%,0.0%,11.8%,28.6%,2.6%,0.0%,63,124
2024 Doha SF,L vs Rybakina,0.0%,-,4.5%,66.7%,19.0%,45.5%,0.0%,5.7%,37.5%,0.0%,-,-18,-10
2024 Doha QF,W vs Collins,0.0%,-,5.5%,85.7%,13.6%,21.4%,0.0%,8.1%,16.7%,1.3%,50.0%,36,24
2024 Linz SF,L vs Ostapenko,0.0%,-,6.4%,71.4%,20.7%,22.2%,0.0%,5.6%,33.3%,0.0%,-,28,33
2023 US Open R128,W vs Crawley,0.0%,-,7.9%,66.7%,15.9%,38.5%,0.0%,7.8%,20.0%,0.0%,-,38,48
2023 Roland Garros QF,L vs Muchova,0.0%,-,11.9%,53.3%,15.4%,19.0%,0.0%,4.3%,0.0%,2.3%,50.0%,44,35
2023 Roland Garros R16,W vs Mertens,0.0%,-,17.6%,71.8%,17.2%,21.4%,20.0%,15.3%,40.0%,2.0%,85.7%,99,67
2023 Roland Garros R32,W vs Potapova,0.0%,-,14.5%,73.9%,17.3%,29.2%,0.0%,14.3%,20.0%,2.2%,33.3%,61,46
2023 Roland Garros R64,W vs Samsonova,0.0%,-,1.8%,75.0%,18.4%,31.6%,0.0%,10.7%,33.3%,2.4%,57.1%,48,30
2023 Roland Garros R128,W vs Fruhvirtova,0.0%,-,11.1%,90.0%,17.2%,28.6%,0.0%,23.7%,42.9%,2.9%,50.0%,93,42
2023 Rome R64,L vs Swiatek,0.0%,-,3.5%,33.3%,10.4%,20.0%,0.0%,10.0%,0.0%,0.8%,0.0%,-13,-27
2023 Australian Open R128,L vs Giorgi,0.0%,-,1.3%,100.0%,3.2%,10.0%,0.0%,5.0%,25.0%,1.2%,0.0%,170,150
2022 Australian Open R64,W vs Stosur,0.0%,-,7.1%,71.4%,23.5%,20.0%,28.6%,11.4%,50.0%,0.0%,-,33,74
Last 52 Weeks (3 matches),,0.4%,0.0%,9.7%,65.9%,22.7%,31.8%,0.0%,13.0%,24.3%,2.2%,36.4%,163,132
Career (73 matches),,0.2%,80.0%,8.9%,67.5%,16.2%,22.8%,16.3%,11.7%,27.1%,1.7%,38.3%,61,59
