Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,5,0,5,0.0%,1-10,9.1%,37-63,37.0%,0-1,0.0%,5,64.0%,10.2%,4.3%,9.4%,52.1%,69.4%,38.1%,54.4%,33.3%,44.5%,0.73,R32 (Abu Dhabi)
2025,28,14,14,50.0%,32-33,49.2%,311-318,49.4%,7-5,58.3%,28,67.1%,30.7%,4.8%,6.4%,62.1%,66.5%,42.6%,57.5%,42.2%,49.9%,0.99,SF (Eastbourne)
2024,45,25,20,55.6%,56-44,56.0%,498-447,52.7%,7-2,77.8%,44,71.5%,32.9%,4.6%,5.6%,61.8%,66.7%,47.5%,59.3%,43.2%,51.4%,1.06,SF (2x)
2023,26,14,12,53.8%,31-30,50.8%,288-267,51.9%,3-4,42.9%,26,67.6%,36.6%,4.4%,6.8%,62.0%,64.7%,45.7%,57.5%,44.6%,50.9%,1.05,SF (Tokyo)
2022,5,2,3,40.0%,7-6,53.8%,57-48,54.3%,0-0,-,5,65.4%,43.4%,2.5%,6.3%,75.0%,62.1%,37.5%,55.9%,46.9%,51.3%,1.06,R32 (Australian Open)
2021,49,29,20,59.2%,66-48,57.9%,579-494,54.0%,5-10,33.3%,43,70.2%,37.8%,3.9%,5.0%,67.7%,65.3%,44.5%,58.6%,44.3%,51.5%,1.07,F (Roland Garros)
2020,17,9,8,52.9%,20-20,50.0%,204-196,51.0%,4-5,44.4%,17,66.5%,36.0%,3.4%,6.4%,68.7%,63.6%,43.3%,57.3%,44.2%,50.4%,1.03,QF (Australian Open)
2019,47,26,21,55.3%,61-50,55.0%,526-490,51.8%,7-3,70.0%,47,66.3%,37.7%,3.3%,6.6%,62.4%,65.1%,43.2%,56.9%,44.2%,50.6%,1.02,F (2x)
2018,44,22,22,50.0%,52-52,50.0%,514-510,50.2%,8-5,61.5%,44,68.5%,32.0%,3.2%,5.4%,65.1%,65.1%,44.7%,58.0%,41.9%,49.9%,1.00,W (Strasbourg)
2017,65,41,24,63.1%,90-64,58.4%,768-668,53.5%,7-10,41.2%,65,69.6%,37.8%,4.1%,6.2%,62.4%,65.2%,45.3%,57.8%,44.8%,51.3%,1.06,W (3x)
2016,50,26,24,52.0%,58-55,51.3%,543-516,51.3%,8-7,53.3%,50,65.5%,37.3%,3.9%,6.1%,62.0%,64.7%,42.4%,56.2%,44.8%,50.5%,1.02,QF (7x)
2015,59,35,24,59.3%,69-64,51.9%,613-619,49.8%,10-8,55.6%,38,62.5%,33.8%,3.5%,8.3%,64.8%,64.2%,49.6%,59.1%,41.2%,49.9%,1.01,W (Linz)
2014,46,26,20,56.5%,59-50,54.1%,523-501,51.1%,8-5,61.5%,38,-,-,5.2%,9.7%,56.3%,68.7%,40.6%,56.4%,42.8%,49.9%,0.98,W (2x)
2013,56,33,23,58.9%,75-55,57.7%,642-578,52.6%,9-8,52.9%,47,-,-,3.8%,7.2%,56.6%,67.7%,45.3%,58.0%,44.5%,51.3%,1.06,W (2x)
2012,46,21,25,45.7%,46-56,45.1%,452-491,47.9%,2-3,40.0%,40,-,-,3.5%,8.1%,59.5%,64.8%,42.3%,55.7%,42.8%,49.3%,0.97,F (Washington)
2011,60,39,21,65.0%,92-53,63.4%,752-631,54.4%,10-7,58.8%,55,-,-,4.0%,8.1%,59.5%,66.2%,44.7%,57.5%,46.1%,51.8%,1.08,W (Monterrey)
2010,60,39,21,65.0%,83-54,60.6%,664-569,53.9%,6-3,66.7%,54,-,-,3.8%,7.8%,59.3%,64.8%,44.9%,56.7%,46.5%,51.5%,1.07,W (2x)
2009,45,24,21,53.3%,55-45,55.0%,478-449,51.6%,6-6,50.0%,43,-,-,2.8%,7.3%,59.5%,64.2%,43.8%,56.0%,43.9%,50.0%,1.00,SF (Indian Wells)
2008,18,10,8,55.6%,22-18,55.0%,196-168,53.8%,2-3,40.0%,15,-,-,3.0%,4.6%,58.7%,64.1%,43.8%,55.7%,46.9%,51.2%,1.06,QF (2x)
2007,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,1,-,-,0.0%,8.3%,55.6%,30.0%,25.0%,27.8%,14.3%,21.9%,0.20,R128 (Wimbledon)
2006,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,-,-,3.9%,7.8%,52.9%,63.0%,41.7%,52.9%,33.3%,42.6%,0.71,R32 (Moscow)
Career,773,435,338,56.3%,975-811,54.6%,8652-8047,51.8%,109-95,53.4%,706,67.8%,35.3%,3.9%,6.9%,61.5%,65.5%,44.3%,57.3%,44.0%,50.7%,1.03,
