Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 US Open R64,L vs Azarenka,54.0%,51.9%,20.0%,7/3,2.42,14.6%,55.2%,56.3%,20.7%,2.49,10.7%,61.1%,45.5%,22.2%,2.33,20.0%
2025 Cincinnati R64,L vs Ito,64.8%,61.4%,4.5%,4/0,2.23,57.3%,66.7%,67.6%,7.8%,2.20,63.2%,71.9%,52.2%,0.0%,2.32,38.9%
2025 Wimbledon QF,L vs Anisimova,61.4%,46.5%,12.9%,5/4,2.50,5.6%,70.3%,46.2%,16.2%,2.45,7.0%,63.0%,47.1%,11.1%,2.68,0.0%
2025 Miami R128,L vs Linette,51.2%,48.8%,7.1%,3/3,2.61,2.9%,48.9%,40.9%,0.0%,2.38,5.6%,65.6%,57.1%,18.8%,2.84,0.0%
2025 Australian Open QF,L vs Sabalenka,64.0%,58.3%,4.0%,1/2,2.58,22.8%,61.5%,56.3%,0.0%,2.49,36.1%,80.0%,62.5%,15.0%,2.71,0.0%
2024 US Open R32,L vs Swiatek,62.5%,33.3%,12.5%,4/2,2.45,6.8%,67.7%,33.3%,9.7%,2.22,13.6%,60.0%,33.3%,20.0%,2.67,0.0%
2024 US Open R128,W vs Preston,66.7%,76.9%,5.1%,1/1,2.35,6.7%,72.7%,75.0%,4.5%,2.06,15.4%,71.4%,80.0%,7.1%,2.56,0.0%
2024 Toronto R64,L vs Azarenka,39.0%,37.5%,26.8%,7/4,2.53,20.0%,33.3%,16.7%,16.7%,2.72,38.9%,50.0%,50.0%,40.0%,2.32,0.0%
2024 Doha SF,L vs Rybakina,68.4%,50.0%,5.3%,1/3,2.48,12.2%,69.8%,45.9%,3.8%,2.46,17.2%,71.4%,60.0%,9.5%,2.54,0.0%
2024 Doha QF,W vs Collins,77.0%,53.2%,14.8%,4/5,2.88,2.1%,81.4%,54.3%,2.3%,2.66,3.4%,70.6%,50.0%,47.1%,3.27,0.0%
2024 Linz SF,L vs Ostapenko,62.1%,43.9%,6.1%,3/1,2.28,3.8%,58.3%,39.3%,4.2%,2.36,5.6%,81.3%,53.8%,12.5%,2.09,0.0%
2023 US Open R128,W vs Crawley,76.3%,64.4%,3.4%,1/1,2.12,5.3%,82.9%,67.6%,2.4%,2.11,3.3%,84.6%,54.5%,7.7%,2.17,12.5%
2023 Roland Garros QF,L vs Muchova,77.6%,40.0%,8.6%,3/2,2.49,7.7%,75.8%,40.0%,12.1%,2.40,10.0%,83.3%,40.0%,4.2%,2.83,0.0%
2023 Roland Garros R16,W vs Mertens,61.0%,58.7%,2.4%,2/1,2.71,16.0%,66.7%,62.5%,2.8%,2.64,24.5%,77.1%,51.9%,2.9%,2.84,0.0%
2023 Roland Garros R32,W vs Potapova,68.3%,67.9%,3.7%,2/1,2.41,1.7%,70.7%,58.6%,0.0%,2.59,2.6%,81.8%,77.8%,9.1%,2.06,0.0%
2023 Roland Garros R64,W vs Samsonova,65.5%,53.9%,4.3%,2/3,2.75,0.0%,69.8%,37.8%,7.5%,2.59,0.0%,78.0%,69.2%,2.0%,2.95,0.0%
2023 Roland Garros R128,W vs Fruhvirtova,56.3%,63.0%,12.5%,3/3,2.29,0.0%,70.4%,63.2%,7.4%,2.10,0.0%,80.0%,62.5%,40.0%,2.68,0.0%
2023 Rome R64,L vs Swiatek,74.4%,43.8%,16.3%,4/3,2.47,0.0%,75.0%,33.3%,0.0%,2.36,0.0%,78.6%,63.6%,50.0%,2.57,0.0%
2023 Australian Open R128,L vs Giorgi,53.3%,41.7%,8.9%,3/1,2.09,4.3%,57.7%,26.7%,3.8%,1.98,7.7%,69.2%,66.7%,23.1%,2.24,0.0%
2022 Australian Open R64,W vs Stosur,72.0%,69.4%,6.0%,3/0,1.99,10.0%,66.7%,60.0%,6.7%,1.89,11.5%,88.9%,81.3%,5.6%,2.60,0.0%
Last 52 Weeks (3 matches),,61.1%,54.3%,11.1%,69.6%,2.36,29.9%,65.0%,57.9%,13.7%,2.35,32.8%,66.2%,49.0%,9.1%,2.41,22.4%
Career (73 matches),,67.1%,53.8%,5.9%,55.4%,2.49,8.6%,68.1%,50.3%,4.3%,2.44,12.4%,77.4%,59.5%,9.9%,2.59,2.1%
