Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,6,2,75.0%,11-7,61.1%,84-71,54.2%,0-1,0.0%,8,62.8%,48.1%,0.0%,6.3%,70.0%,59.7%,42.0%,54.4%,49.7%,52.0%,1.09,F (W35 Junin)
2025,51,37,14,72.5%,80-37,68.4%,619-437,58.6%,4-7,36.4%,51,64.9%,52.4%,1.0%,6.6%,67.9%,60.1%,47.7%,56.1%,50.6%,53.4%,1.15,W (4x)
2024,31,11,20,35.5%,25-42,37.3%,271-315,46.2%,1-1,50.0%,5,41.7%,22.4%,0.6%,6.6%,65.0%,53.5%,35.0%,47.0%,39.5%,43.3%,0.75,QF (4x)
2023,72,55,17,76.4%,114-49,69.9%,830-598,58.1%,7-2,77.8%,10,53.8%,44.7%,1.1%,5.1%,70.1%,58.0%,34.9%,51.1%,47.2%,49.1%,0.96,W (5x)
2022,49,29,20,59.2%,64-46,58.2%,539-448,54.6%,4-3,57.1%,1,46.2%,30.8%,0.0%,4.3%,79.3%,54.8%,42.1%,52.2%,42.7%,47.7%,0.89,W (2x)
2021,27,17,10,63.0%,36-24,60.0%,286-265,51.9%,5-0,100.0%,2,29.4%,29.4%,0.9%,3.8%,70.8%,42.7%,38.7%,41.5%,40.6%,41.0%,0.69,SF (4x)
2019,18,10,8,55.6%,18-19,48.6%,161-164,49.5%,0-0,-,0,,,,,,,,,,,,SF (2x)
2018,4,1,3,25.0%,3-6,33.3%,35-44,44.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (Guayaquil $15K)
2017,20,10,10,50.0%,22-20,52.4%,180-188,48.9%,3-0,100.0%,0,,,,,,,,,,,,QF (4x)
2016,22,10,12,45.5%,22-25,46.8%,204-207,49.6%,0-3,0.0%,0,,,,,,,,,,,,F (Buenos Aires $10K)
2015,21,12,9,57.1%,26-22,54.2%,243-201,54.7%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
2014,9,2,7,22.2%,6-14,30.0%,93-108,46.3%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
2013,4,1,3,25.0%,3-6,33.3%,39-43,47.6%,0-1,0.0%,0,,,,,,,,,,,,R16 (Rosario 10K)
2012,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-1,0.0%,0,,,,,,,,,,,,R32 (Buenos Aires 10K)
Career,337,201,136,59.6%,430-319,57.4%,3591-3102,53.7%,27-24,52.9%,77,60.6%,48.1%,0.8%,6.3%,68.5%,58.9%,44.4%,54.3%,49.0%,51.6%,1.07,
