Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Fernanda Labrana [CHI],7,1,87.5%,2,2,0,100.0%,2022,2025,3,1.22,0.5%,6.0%,67.2%,63.0%,43.9%,56.7%,52.7%,44.4%,69.6%
6,Victoria Bosio [ARG],3,3,50.0%,2,1,1,50.0%,2014,2025,4,1.03,0.8%,5.3%,70.5%,58.1%,44.3%,54.0%,47.3%,58.3%,59.0%
5,Romina Ccuno [PER],5,0,100.0%,1,1,0,100.0%,2022,2025,1,1.69,2.6%,13.2%,71.1%,70.4%,36.4%,60.5%,66.7%,50.0%,58.3%
5,Fernanda Brito [CHI],0,5,0.0%,0,0,0,-,2013,2016,0,,,,,,,,,,
4,Carolina Alves [BRA],2,2,50.0%,2,1,1,50.0%,2014,2026,2,1.06,0.0%,4.5%,67.8%,61.7%,50.9%,58.2%,44.2%,56.3%,47.6%
4,Lucciana Perez Alarcon [PER],0,4,0.0%,0,0,0,-,2023,2025,2,0.62,0.8%,10.9%,65.5%,46.2%,29.3%,40.3%,37.1%,57.1%,50.0%
4,Paula Ormaechea [ARG],0,4,0.0%,0,0,0,-,2016,2024,0,,,,,,,,,,
4,Julieta Lara Estable [ARG],3,1,75.0%,1,0,1,0.0%,2015,2023,0,,,,,,,,,,
4,Solana Sierra [ARG],2,2,50.0%,1,1,0,100.0%,2023,2023,0,,,,,,,,,,
4,Jasmin Jebawy [GER],4,0,100.0%,0,0,0,-,2022,2023,0,,,,,,,,,,
4,Nathaly Kurata [BRA],0,4,0.0%,1,0,1,0.0%,2014,2017,0,,,,,,,,,,
3,Luna Maria Cinalli [ARG],3,0,100.0%,0,0,0,-,2025,2025,3,1.57,0.6%,4.9%,63.6%,64.1%,59.3%,62.3%,59.0%,46.2%,65.4%
3,Maria Florencia Urrutia [ARG],2,1,66.7%,0,0,0,-,2025,2025,3,0.97,0.7%,4.5%,68.9%,48.7%,44.9%,47.6%,51.0%,56.6%,50.0%
3,Noelia Zeballos Melgar [BOL],3,0,100.0%,1,1,0,100.0%,2022,2025,1,1.54,0.0%,3.0%,65.7%,52.3%,69.6%,58.2%,64.4%,80.0%,75.0%
3,Berta Bonardi [ARG],2,1,66.7%,0,0,0,-,2022,2024,0,,,,,,,,,,
