Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 ITF Mendoza F,L vs Sierra,5.8%,9.6%,44.2%,6.5%,12.9%,44.8%,11.8%,64.3%,100.0%,6.7%,6.7%,42.9%,0.0%,80.0%,66.7%,-64
Career (1 matches),,5.8%,9.6%,44.2%,6.5%,12.9%,44.8%,11.8%,64.3%,100.0%,6.7%,6.7%,42.9%,0.0%,80.0%,66.7%,-64
