Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,1-2,33.3%,10-16,38.5%,0-0,-,1,46.2%,30.8%,0.0%,2.6%,68.4%,50.0%,50.0%,50.0%,41.7%,45.3%,0.83,R32 (Buenos Aires 125)
2023,5,4,1,80.0%,8-2,80.0%,54-26,67.5%,0-0,-,0,,,,,,,,,,,,
2016,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,0.0%,3.9%,63.2%,50.0%,50.0%,50.0%,27.3%,41.7%,0.55,R32 (Florianopolis)
Career,7,4,3,57.1%,9-6,60.0%,68-54,55.7%,0-0,-,2,47.6%,19.0%,0.0%,3.3%,65.8%,50.0%,50.0%,50.0%,37.1%,43.8%,0.74,
