Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,8,4,66.7%,18-12,60.0%,141-131,51.8%,3-0,100.0%,12,65.4%,37.5%,0.9%,3.3%,72.2%,60.9%,41.5%,55.5%,45.5%,50.6%,1.02,F (W35 Monastir)
2025,52,38,14,73.1%,81-38,68.1%,631-486,56.5%,8-5,61.5%,52,71.0%,41.6%,2.2%,2.2%,68.7%,63.0%,50.3%,59.0%,46.7%,52.6%,1.14,W (4x)
2024,24,10,14,41.7%,20-32,38.5%,216-254,46.0%,2-3,40.0%,1,55.6%,11.1%,0.0%,2.1%,70.2%,57.6%,42.9%,53.2%,33.9%,42.5%,0.72,QF (2x)
2023,33,21,12,63.6%,44-30,59.5%,379-333,53.2%,4-3,57.1%,0,,,,,,,,,,,,W (W25 Santarem)
2022,40,25,15,62.5%,55-31,64.0%,439-344,56.1%,3-4,42.9%,0,,,,,,,,,,,,F (2x)
2021,26,13,13,50.0%,30-31,49.2%,286-303,48.6%,7-2,77.8%,0,,,,,,,,,,,,QF (4x)
2020,11,5,6,45.5%,13-14,48.1%,128-116,52.5%,1-3,25.0%,1,60.0%,40.0%,5.3%,3.2%,62.1%,62.7%,41.7%,54.7%,45.7%,50.3%,1.01,QF (2x)
2019,57,37,20,64.9%,77-53,59.2%,659-558,54.1%,5-7,41.7%,0,,,,,,,,,,,,W (W25 Porto)
2018,45,27,18,60.0%,58-49,54.2%,514-487,51.3%,5-7,41.7%,0,,,,,,,,,,,,F (Figueira Da Foz $25K)
2017,21,13,8,61.9%,29-22,56.9%,251-218,53.5%,2-4,33.3%,0,,,,,,,,,,,,W (Melilla $15K)
2016,17,15,2,88.2%,30-8,78.9%,207-130,61.4%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2015,11,6,5,54.5%,12-13,48.0%,114-111,50.7%,1-0,100.0%,0,,,,,,,,,,,,SF (Santa Margherita di Pula $10K)
2014,5,2,3,40.0%,4-7,36.4%,45-49,47.9%,0-0,-,0,,,,,,,,,,,,QF (Vinaroz 10K)
Career,354,220,134,62.1%,471-340,58.1%,4010-3520,53.3%,43-39,52.4%,66,69.5%,40.4%,1.9%,2.4%,69.3%,62.5%,48.3%,58.1%,46.3%,52.0%,1.11,
