Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W60 Les Franqueses del Valles R16,L vs Kostova,1.05,0.74,58.1,2.3,0.0%,50.0%,0.0%,46.9%,38.7%,33.3%
2019 W60 Les Franqueses del Valles R32,W vs Brouleau,1.06,1.29,59.8,3.2,3.0%,57.6%,0.0%,61.3%,55.0%,43.2%
2019 W25 Obidos SF,L vs Parrizas Diaz,0.83,0.65,47.1,2.1,0.0%,58.3%,0.0%,34.8%,42.4%,40.6%
2019 W25 Obidos R16,W vs Jorge,1.04,1.74,41.8,2.7,0.0%,63.0%,0.0%,65.2%,60.9%,59.1%
2019 W25 Obidos R32,W vs Bassols Ribera,1.12,1.22,61.9,2.3,0.0%,48.6%,3.0%,57.6%,48.8%,53.8%
2019 W25 Obidos R32,L vs Bjorklund,0.96,0.38,36.8,2.0,0.0%,38.5%,4.5%,63.6%,13.6%,27.8%
2019 W25 Surprise AZ R32,L vs Gauff,0.87,0.62,45.6,2.0,0.0%,43.5%,0.0%,40.0%,50.0%,32.3%
2017 Nules $25K R32,L vs Andrianjafitrimo,0.95,0.68,43.7,2.0,0.0%,37.9%,0.0%,40.7%,40.9%,47.4%
2017 Valencia $25K R32,L vs Maristany Zuleta De Reales,0.94,0.84,70.6,2.8,0.0%,51.1%,0.0%,41.5%,48.8%,46.2%
2017 Vinaros $15K SF,L vs Bulgaru,1.01,0.91,96.1,9.8,0.0%,45.5%,3.3%,55.7%,46.8%,42.7%
2017 Vinaros $15K QF,W vs Mendez,1.08,1.16,76.2,10.0,0.0%,53.7%,0.0%,55.3%,47.9%,50.0%
2017 Vinaros $15K R32,W vs Pellicano,0.97,2.14,33.2,2.4,5.0%,70.0%,0.0%,72.2%,58.3%,69.6%
2017 Sant Cugat $25K R32,L vs Zarytska,0.86,0.88,79.3,4.6,1.8%,53.6%,0.0%,48.1%,51.5%,49.2%
2017 Seville $25K R16,L vs Benoit,0.95,0.86,77.2,4.4,4.3%,54.3%,4.8%,52.4%,37.5%,47.2%
2017 Melilla $15K SF,W vs Arias Manjon,0.95,2.35,33.1,2.0,0.0%,83.3%,0.0%,64.7%,61.5%,65.2%
2017 Lleida $25K R16,L vs Teichmann,0.96,0.76,62.6,4.0,0.0%,54.3%,0.0%,52.4%,39.5%,33.3%
2017 Palmanova Mallorca $15K R32,W vs Maristany Zuleta De Reales,1.10,1.08,94.6,23.4,2.2%,50.0%,2.4%,47.6%,43.9%,57.1%
2017 Palmanova Mallorca $15K QF,L vs Burillo Escorihuela,0.91,0.77,62.8,2.8,0.0%,53.1%,0.0%,39.3%,51.5%,37.9%
2017 Palmanova Mallorca $15K R16,W vs Zarytska,1.12,1.11,81.0,22.7,0.0%,50.0%,3.5%,52.6%,52.4%,44.1%
2017 Palmanova Mallorca $15K R32,W vs Zimmermann,0.99,1.18,69.1,2.4,2.0%,58.8%,0.0%,53.1%,47.8%,58.1%
2019 (7 matches),,1.00,0.92,51.8,2.3,0.5%,51.5%,1.1%,53.3%,45.5%,42.1%
2017 (13 matches),,0.99,1.00,73.9,3.7,1.1%,53.0%,1.4%,51.2%,48.0%,48.9%
2016 (15 matches),,1.07,1.28,53.6,2.5,1.3%,57.5%,1.8%,56.2%,49.1%,53.8%
2015 (2 matches),,1.09,1.38,72.8,2.7,4.0%,74.7%,1.5%,56.7%,44.7%,40.3%
Career (37 matches),,1.03,1.11,62.6,2.8,1.2%,55.7%,1.5%,53.7%,47.9%,49.3%
