Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2020 Australian Open Q1,L vs Pattinama Kerkhove,30.6%,35.5%,35.7%,31.8%,38.6%,36.7%,26.3%,28.0%,0.0%,29.4%,29.4%,33.3%,0.0%,50.0%,-,-37
Career (1 matches),,30.6%,35.5%,35.7%,31.8%,38.6%,36.7%,26.3%,28.0%,0.0%,29.4%,29.4%,33.3%,0.0%,50.0%,-,-37
