Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R128,L vs Sonego,110.6,113.1,9.0,117.0,110.5,129,92,104.5,4.6,106.3,,113,97
Career (1 matches),,110.6,113.1,9.0,117.0,110.5,129,92,104.5,4.6,106.3,,113,97
