Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Rome R128,L vs Van De Zandschulp,33% (6/18),17% (1/6),0/2,22% (4/18),50% (2/4),0/1,0/0,2/2,0/0,2/2
2023 US Open R128,L vs Sonego,21% (3/14),67% (2/3),0/6,54% (7/13),14% (1/7),0/2,0/0,2/2,0/0,1/1
2022 Braga CH F,W vs Pucinelli De Almeida,67% (6/9),83% (5/6),1/2,33% (3/9),33% (1/3),3/3,0/0,0/0,0/0,0/0
2019 M25 Edwardsville IL R16,L vs Chrysochos,43% (6/14),50% (3/6),0/1,43% (6/14),50% (3/6),1/2,0/0,1/1,0/0,1/1
2019 M25 Edwardsville IL R32,W vs Farren,42% (5/12),100% (5/5),1/2,27% (3/11),33% (1/3),4/4,1/1,0/0,1/1,0/0
2019 M15 Cancun SF,L vs Brymer,11% (1/9),0% (0/1),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2019 M15 Cancun SF,W vs Chappell,50% (5/10),100% (5/5),0/1,10% (1/10),0% (0/1),5/5,2/2,2/2,1/1,0/0
2024 (1 matches),,33.3%,16.7%,0.0%,22.2%,50.0%,0.0%,-,100.0%,-,100.0%
2023 (1 matches),,21.4%,66.7%,0.0%,53.8%,14.3%,0.0%,-,100.0%,-,100.0%
2022 (1 matches),,66.7%,83.3%,50.0%,33.3%,33.3%,100.0%,-,-,-,-
2019 (4 matches),,37.8%,76.5%,14.3%,31.8%,35.7%,90.9%,100.0%,100.0%,100.0%,100.0%
Career (7 matches),,37.2%,65.6%,11.8%,33.3%,32.1%,76.5%,100.0%,100.0%,100.0%,100.0%
