Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,72,46,26,63.9%,104-66,61.2%,919-796,53.6%,16-19,45.7%,72,84.1%,23.4%,8.5%,4.6%,65.1%,73.2%,52.5%,66.0%,37.6%,51.6%,1.11
Clay,80,42,38,52.5%,106-89,54.4%,985-923,51.6%,11-19,36.7%,80,79.3%,24.5%,4.9%,3.8%,63.7%,69.9%,52.2%,63.5%,38.7%,50.8%,1.06
Grass,2,1,1,50.0%,2-1,66.7%,15-13,53.6%,0-0,-,2,85.7%,26.7%,4.8%,4.8%,66.3%,74.5%,57.1%,68.7%,39.8%,52.4%,1.27
Finals,7,3,4,42.9%,9-9,50.0%,100-97,50.8%,3-3,50.0%,7,77.1%,24.2%,10.8%,4.7%,69.1%,69.5%,50.5%,63.6%,38.7%,51.0%,1.06
Semi-finals,15,7,8,46.7%,21-20,51.2%,202-199,50.4%,4-7,36.4%,15,77.7%,24.4%,6.9%,4.5%,65.1%,70.0%,50.3%,63.2%,37.8%,50.1%,1.03
Quarter-finals,24,15,9,62.5%,34-20,63.0%,293-251,53.9%,4-5,44.4%,24,88.1%,19.9%,5.9%,3.8%,63.6%,73.4%,53.9%,66.3%,37.3%,51.6%,1.10
vs Righties,117,67,50,57.3%,160-119,57.3%,1450-1306,52.6%,19-32,37.3%,117,81.7%,24.3%,7.2%,4.3%,64.6%,71.8%,52.5%,64.9%,38.1%,51.2%,1.09
vs Lefties,27,16,11,59.3%,37-27,57.8%,334-305,52.3%,7-4,63.6%,27,82.2%,21.7%,5.4%,3.7%,63.7%,70.9%,53.5%,64.6%,38.0%,51.0%,1.07
