Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),544,74,182,1592,169,1566,159,1557,160,1499,,,,
2025,697,46,,,,,,,,,,,,
2024,110,556,132,1659,118,1625,119,1606,138,1520,450,116,,
2023,152,416,222,1524,227,1471,165,1532,181,1454,,,,
2022,215,257,185,1566,186,1518,181,1525,137,1509,,,,
2021,348,134,,,,,,,,,,,,
2020,597,44,,,,,,,,,627,59,,
2019,632,33,,,,,,,,,818,35,,
2017,,,,,,,,,,,1483,6,,
2016,1642,1,,,,,,,,,,,,
2015,1784,1,,,,,,,,,,,,
