Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
27-Feb-2023,Monterrey,Hard,F,5,31,(3) Donna Vekic [CRO] d. (1) Garcia,6-4 3-6 7-5,1.09,16.3%,3.3%,67.4%,69.4%,53.3%,0/3,2:29
30-Jan-2023,Lyon,Hard,F,5,79,Alycia Parks [USA] d. (1) Garcia,7-6(7) 7-5,0.94,5.1%,3.8%,62.8%,79.6%,55.2%,2/3,2:07
31-Oct-2022,Fort Worth Finals,Hard,F,6,7,(6) Garcia d. (7) Aryna Sabalenka [BLR],7-6(4) 6-4,1.06,15.9%,1.4%,62.3%,79.1%,57.7%,0/0,1:42
15-Aug-2022,Cincinnati,Hard,F,35,28,(Q) Garcia d. Petra Kvitova [CZE],6-2 6-4,1.05,14.3%,5.2%,64.9%,82.0%,29.6%,8/8,1:42
25-Jul-2022,Warsaw,Clay,F,45,108,(5) Garcia d. Ana Bogdan [ROU],6-4 6-1,1.56,3.6%,5.5%,60.0%,72.7%,54.5%,3/5,1:21
20-Jun-2022,Bad Homburg,Grass,F,75,64,Garcia d. Bianca Andreescu [CAN],6-7(5) 6-4 6-4,1.28,4.3%,0.0%,56.4%,73.6%,58.5%,4/7,2:42
10-Jun-2019,Nottingham,Grass,F,28,22,(1) Garcia d. (2) Donna Vekic [CRO],2-6 7-6(4) 7-6(4),0.85,6.3%,0.9%,61.6%,66.7%,48.8%,0/4,2:36
20-May-2019,Strasbourg,Clay,F,24,42,(6) Dayana Yastremska [UKR] d. (4) Garcia,6-4 5-7 7-6(3),0.88,3.1%,5.5%,60.9%,59.0%,42.0%,10/16,2:58
08-Oct-2018,Tianjin,Hard,F,16,6,(2) Garcia d. (1) Karolina Pliskova [CZE],7-6(7) 6-3,1.04,7.2%,3.6%,66.3%,67.3%,57.1%,5/6,1:43
02-Oct-2017,Beijing,Hard,F,15,2,Garcia d. (2) Simona Halep [ROU],6-4 7-6(3),0.92,3.6%,1.2%,56.0%,70.2%,54.1%,9/10,1:52
