Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Angelique Kerber [GER],4,6,40.0%,1,0,1,0.0%,2014,2024,9,0.88,5.2%,4.4%,61.5%,60.1%,45.6%,54.5%,40.0%,54.4%,41.4%
10,Petra Kvitova [CZE],4,6,40.0%,2,1,1,50.0%,2014,2023,9,0.82,5.2%,4.3%,65.3%,64.9%,47.0%,58.7%,34.1%,67.6%,46.2%
10,Donna Vekic [CRO],4,6,40.0%,5,5,0,100.0%,2012,2023,7,0.96,7.8%,3.8%,62.9%,66.1%,48.7%,59.6%,38.6%,40.4%,30.6%
9,Jasmine Paolini [ITA],5,4,55.6%,1,0,1,0.0%,2020,2025,9,1.04,10.3%,4.3%,61.3%,70.5%,49.6%,62.4%,38.9%,60.7%,48.4%
9,Sloane Stephens [USA],5,4,55.6%,4,3,1,75.0%,2014,2024,8,0.99,6.3%,4.1%,63.5%,69.6%,46.1%,61.0%,38.6%,58.6%,47.7%
9,Simona Halep [ROU],2,7,22.2%,2,2,0,100.0%,2016,2022,9,0.81,3.5%,3.4%,62.5%,60.0%,46.9%,55.1%,36.5%,58.3%,34.0%
7,Iga Swiatek [POL],1,6,14.3%,3,1,2,33.3%,2019,2025,7,0.74,5.8%,4.6%,66.7%,61.2%,34.2%,52.2%,35.3%,36.5%,38.5%
7,Maria Sakkari [GRE],3,4,42.9%,4,2,2,50.0%,2017,2024,7,0.99,8.4%,4.4%,57.8%,70.1%,51.0%,62.0%,37.4%,45.5%,37.8%
7,Elise Mertens [BEL],5,2,71.4%,2,1,1,50.0%,2017,2023,7,1.03,5.8%,1.7%,64.4%,64.8%,50.9%,59.9%,41.3%,60.9%,41.2%
7,Katerina Siniakova [CZE],3,4,42.9%,2,0,2,0.0%,2015,2023,6,0.94,5.3%,6.3%,64.0%,64.2%,40.9%,55.8%,41.4%,31.0%,40.7%
7,Alize Cornet [FRA],4,3,57.1%,1,1,0,100.0%,2010,2022,6,0.99,2.3%,6.0%,66.3%,66.0%,45.7%,59.2%,40.4%,61.8%,43.4%
7,Karolina Pliskova [CZE],4,3,57.1%,3,2,1,66.7%,2013,2020,7,1.01,8.6%,5.2%,60.9%,71.7%,52.8%,64.3%,36.0%,70.7%,33.3%
7,Jennifer Brady [USA],3,4,42.9%,1,0,1,0.0%,2017,2020,7,0.88,3.7%,5.0%,65.8%,65.3%,49.2%,59.8%,35.3%,66.7%,33.3%
7,Sara Errani [ITA],5,2,71.4%,3,1,2,33.3%,2014,2017,4,1.21,8.5%,4.2%,59.1%,69.2%,50.4%,61.5%,46.5%,68.6%,42.2%
7,Barbora Strycova [CZE],1,6,14.3%,1,1,0,100.0%,2010,2017,5,0.84,1.8%,3.5%,61.7%,57.4%,48.5%,54.0%,38.9%,38.5%,26.7%
