Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Miami R64,L vs Swiatek,0.0%,-,8.8%,54.5%,10.3%,0.0%,100.0%,7.5%,22.2%,0.7%,0.0%,23,20
2025 Indian Wells R64,L vs Swiatek,0.0%,-,3.4%,33.3%,9.7%,22.2%,0.0%,2.6%,0.0%,0.9%,0.0%,-5,33
2025 Dubai R64,L vs Vondrousova,2.1%,0.0%,20.7%,38.9%,27.8%,37.5%,33.3%,6.3%,0.0%,0.0%,-,152,73
2024 Roland Garros R64,L vs Kenin,2.9%,50.0%,17.6%,43.5%,17.7%,0.0%,0.0%,6.3%,0.0%,0.7%,0.0%,18,48
2024 Madrid R32,L vs Paolini,10.7%,33.3%,21.8%,59.1%,13.6%,12.5%,0.0%,19.2%,66.7%,4.0%,50.0%,107,31
2024 Miami QF,L vs Collins,0.0%,-,11.8%,33.3%,19.6%,45.5%,0.0%,8.7%,14.3%,0.0%,-,66,60
2024 Miami R16,W vs Gauff,0.0%,-,13.1%,78.9%,15.5%,33.3%,0.0%,8.1%,33.3%,0.5%,0.0%,135,71
2024 Australian Open R128,W vs Osaka,0.0%,-,4.4%,83.3%,26.8%,66.7%,0.0%,3.0%,0.0%,0.9%,100.0%,146,143
2024 United Cup SF,L vs Swiatek,3.1%,50.0%,11.3%,56.3%,12.3%,19.0%,100.0%,5.3%,0.0%,0.0%,-,95,79
2024 United Cup RR,W vs Paolini,1.2%,100.0%,8.7%,56.3%,16.7%,18.8%,0.0%,7.6%,0.0%,1.4%,0.0%,-41,43
2024 United Cup RR,W vs Kerber,3.2%,50.0%,13.6%,75.0%,24.5%,29.4%,66.7%,20.4%,26.7%,0.0%,-,160,95
2023 Beijing QF,L vs Swiatek,0.0%,-,17.7%,70.3%,12.6%,13.3%,100.0%,6.9%,0.0%,1.4%,0.0%,129,107
2023 Guadalajara SF,L vs Sakkari,7.0%,33.3%,12.9%,30.8%,17.1%,14.3%,0.0%,6.9%,66.7%,0.0%,-,259,184
2023 Roland Garros R64,L vs Blinkova,0.0%,-,10.4%,76.0%,22.2%,50.0%,20.0%,10.8%,33.3%,1.0%,66.7%,115,80
2023 Roland Garros R128,W vs Wang,0.0%,-,9.2%,85.0%,21.6%,42.1%,25.0%,18.2%,42.9%,0.5%,0.0%,119,123
2023 Rome R32,L vs Osorio,3.8%,33.3%,24.1%,63.2%,18.2%,17.4%,0.0%,13.6%,40.0%,1.6%,0.0%,290,211
2023 Miami R64,L vs Cirstea,0.0%,-,8.8%,70.0%,27.0%,20.0%,0.0%,15.0%,37.5%,0.0%,-,194,153
2023 Monterrey F,L vs Vekic,10.5%,37.5%,14.9%,68.8%,27.1%,50.0%,50.0%,23.1%,75.0%,0.6%,0.0%,198,144
2023 Lyon F,L vs Parks,0.0%,-,12.4%,65.0%,17.4%,25.0%,0.0%,7.5%,33.3%,0.0%,-,65,44
2023 Australian Open R16,L vs Linette,0.0%,-,14.1%,59.1%,16.7%,30.0%,33.3%,22.5%,0.0%,0.0%,-,141,85
Career (92 matches),,0.6%,44.4%,10.5%,66.9%,17.2%,25.1%,24.5%,9.6%,27.0%,0.5%,30.1%,79,67
