Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Miami R64,L vs Swiatek,3.2,3.5,2.8,43.9%,33.3%,38.5%,0.0%,36.4%,11.2%,-6.0,-12.2,-0.5,-0.6
2025 Indian Wells R64,L vs Swiatek,3.2,3.4,3.0,38.6%,20.0%,37.5%,66.7%,36.4%,14.3%,-4.5,-12.2,-7.0,-12.5
2025 Dubai R64,L vs Vondrousova,3.3,3.8,2.7,39.6%,21.7%,33.3%,100.0%,44.0%,16.1%,6.5,16.3,-5.5,-11.7
2024 Roland Garros R64,L vs Kenin,3.4,3.3,3.4,48.1%,31.4%,60.0%,20.0%,59.9%,23.7%,5.0,6.1,2.0,4.4
2024 Madrid R32,L vs Paolini,3.2,3.5,2.7,39.1%,34.8%,50.0%,33.3%,58.6%,7.3%,-2.5,-4.8,2.5,6.6
2024 Miami QF,L vs Collins,3.0,3.2,2.9,40.8%,39.1%,42.9%,0.0%,58.6%,8.7%,1.0,1.6,-5.5,-14.1
2024 Miami R16,W vs Gauff,3.7,4.2,3.1,45.7%,55.0%,63.2%,40.0%,47.2%,8.0%,7.5,7.8,-4.0,-3.9
2024 Australian Open R128,W vs Osaka,2.4,2.6,2.3,52.3%,57.1%,62.5%,-,47.9%,9.8%,4.0,7.7,5.0,9.1
2024 United Cup SF,L vs Swiatek,3.1,3.3,2.9,45.4%,39.4%,30.0%,0.0%,60.5%,6.1%,-2.5,-2.7,-7.0,-11.9
2024 United Cup RR,W vs Paolini,3.3,2.9,3.6,52.5%,27.3%,63.6%,50.0%,47.7%,8.8%,9.5,10.3,2.5,2.5
2024 United Cup RR,W vs Kerber,3.1,3.1,3.1,49.5%,54.1%,50.0%,80.0%,43.4%,6.4%,7.0,11.5,10.0,11.5
2023 Beijing QF,L vs Swiatek,3.0,3.0,3.1,51.5%,35.7%,28.6%,66.7%,59.7%,6.9%,-10.0,-8.3,-2.0,-2.5
2023 Guadalajara SF,L vs Sakkari,2.6,3.0,2.2,40.5%,35.3%,33.3%,0.0%,46.9%,3.8%,-6.5,-14.8,-5.5,-11.0
2023 Roland Garros R64,L vs Blinkova,3.2,3.4,3.0,45.3%,52.5%,56.5%,66.7%,55.3%,4.4%,21.5,13.8,4.5,3.5
2023 Roland Garros R128,W vs Wang,2.6,2.6,2.5,50.0%,58.5%,50.0%,50.0%,61.9%,6.7%,11.0,9.7,3.5,5.0
2023 Rome R32,L vs Osorio,3.0,3.0,3.0,43.8%,53.5%,40.0%,-,59.9%,8.2%,-5.5,-5.2,-5.0,-7.5
2023 Miami R64,L vs Cirstea,2.8,3.1,2.5,42.7%,45.5%,40.0%,75.0%,48.8%,8.1%,5.5,9.6,5.5,9.6
2023 Monterrey F,L vs Vekic,2.5,2.6,2.4,48.8%,53.5%,42.9%,100.0%,65.9%,3.4%,7.0,6.7,10.0,18.2
2023 Lyon F,L vs Parks,2.6,3.1,2.1,52.0%,32.1%,44.4%,100.0%,55.0%,13.6%,6.0,8.6,2.0,4.0
2023 Australian Open R16,L vs Linette,3.4,3.6,3.2,45.0%,40.5%,63.6%,75.0%,64.9%,4.2%,0.5,0.4,5.0,7.7
Career (92 matches),,3.4,3.6,3.2,49.6%,48.7%,49.8%,45.8%,53.8%,6.3%,5.6,5.7,1.4,1.7
