Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),712,55,,,,,,,,,339,240,,
2025,304,211,118,1683,82,1696,77,1690,,,326,240
2024,48,1099,47,1809,44,1772,29,1760,29,1727,76,1230
2023,20,2095,27,1875,25,1828,20,1810,13,1776,,
2022,4,4375,8,1972,13,1904,10,1873,10,1819,,
2021,74,945,77,1758,75,1711,48,1725,53,1658,,
2020,43,1495,36,1817,49,1758,23,1776,,,143,602
2019,46,1235,52,1822,51,1778,35,1776,27,1743,252,301
2018,19,2660,12,1994,12,1947,12,1897,14,1805,,
2017,8,4385,7,2023,6,1979,15,1850,11,1837,73,980
2016,24,1765,20,1892,23,1841,33,1761,21,1739,2,7920
2015,34,1420,35,1856,33,1810,36,1753,52,1648,14,3860
2014,37,1341,58,1779,71,1708,45,1731,67,1613,26,2435
2013,74,811,147,1611,153,1553,146,1540,99,1539,99,823
2012,154,450,183,1541,167,1520,194,1441,183,1397,184,387
2011,142,461,245,1413,235,1382,223,1393,207,1341,258,268
2010,276,187,240,1434,255,1362,222,1402,,,599,53
2009,682,31,,,,,,,,,,
