Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Miami R64,L vs Swiatek,59.6%,50.0%,15.8%,7/2,2.60,2.1%,54.3%,57.9%,14.3%,2.46,3.2%,71.4%,40.0%,19.0%,2.89,0.0%
2025 Indian Wells R64,L vs Swiatek,61.4%,48.1%,15.9%,2/5,2.87,3.1%,64.3%,50.0%,10.7%,2.84,5.9%,69.2%,44.4%,30.8%,2.91,0.0%
2025 Dubai R64,L vs Vondrousova,55.0%,36.4%,12.5%,2/3,2.21,35.0%,61.9%,46.2%,0.0%,2.08,56.0%,64.3%,22.2%,35.7%,2.43,0.0%
2024 Roland Garros R64,L vs Kenin,64.8%,45.7%,13.0%,3/4,2.11,8.0%,63.6%,42.9%,6.8%,2.12,13.3%,70.0%,57.1%,40.0%,2.11,0.0%
2024 Madrid R32,L vs Paolini,52.4%,36.4%,16.7%,4/3,2.29,6.1%,46.9%,26.7%,21.9%,2.38,9.7%,77.8%,57.1%,0.0%,2.14,0.0%
2024 Miami QF,L vs Collins,63.3%,29.0%,16.3%,2/6,2.53,7.9%,62.1%,16.7%,10.3%,2.52,14.3%,72.2%,46.2%,27.8%,2.54,0.0%
2024 Miami R16,W vs Gauff,60.0%,51.3%,1.5%,1/0,1.96,6.0%,47.4%,50.0%,0.0%,1.97,10.0%,87.5%,52.4%,4.2%,1.94,0.0%
2024 Australian Open R128,W vs Osaka,52.1%,51.4%,0.0%,0/0,2.68,0.0%,44.4%,50.0%,0.0%,2.41,0.0%,65.6%,52.4%,0.0%,2.91,0.0%
2024 United Cup SF,L vs Swiatek,67.1%,41.2%,9.2%,2/5,2.35,2.0%,72.2%,33.3%,5.6%,2.29,2.9%,66.7%,66.7%,22.2%,2.47,0.0%
2024 United Cup RR,W vs Paolini,68.2%,51.7%,10.2%,5/4,2.43,3.9%,69.0%,50.0%,6.9%,2.38,7.1%,69.0%,55.0%,17.2%,2.48,0.0%
2024 United Cup RR,W vs Kerber,57.3%,67.4%,4.0%,1/2,2.00,9.8%,60.0%,70.0%,4.0%,1.83,17.9%,56.5%,61.5%,4.3%,2.21,0.0%
2023 Beijing QF,L vs Swiatek,60.8%,40.7%,4.1%,4/0,2.54,14.3%,54.8%,32.5%,1.4%,2.47,16.7%,86.4%,57.9%,13.6%,2.65,10.7%
2023 Guadalajara SF,L vs Sakkari,51.9%,46.4%,5.6%,1/2,2.03,6.1%,55.6%,50.0%,0.0%,1.57,14.3%,57.1%,37.5%,21.4%,2.36,0.0%
2023 Roland Garros R64,L vs Blinkova,65.0%,57.0%,1.4%,1/1,2.46,4.4%,68.4%,52.3%,1.1%,2.25,8.8%,70.0%,67.9%,2.5%,2.68,0.0%
2023 Roland Garros R128,W vs Wang,55.9%,51.5%,2.5%,2/1,2.39,14.8%,62.5%,52.0%,1.3%,2.48,23.3%,55.2%,50.0%,6.9%,2.28,4.2%
2023 Rome R32,L vs Osorio,69.2%,46.3%,0.0%,0/0,2.10,23.2%,71.7%,42.1%,0.0%,2.07,37.5%,76.2%,56.3%,0.0%,2.13,4.2%
2023 Miami R64,L vs Cirstea,60.0%,61.1%,8.3%,1/4,2.25,5.6%,60.0%,54.2%,7.5%,2.26,9.5%,70.6%,75.0%,11.8%,2.23,0.0%
2023 Monterrey F,L vs Vekic,55.3%,58.8%,4.1%,1/4,2.26,12.3%,51.5%,51.4%,4.4%,2.14,16.2%,70.2%,66.7%,4.3%,2.48,5.0%
2023 Lyon F,L vs Parks,44.6%,45.9%,2.4%,0/2,2.42,15.1%,37.0%,41.2%,0.0%,2.49,12.9%,64.5%,50.0%,6.5%,2.33,18.2%
2023 Australian Open R16,L vs Linette,69.2%,46.7%,4.6%,1/2,2.28,5.9%,67.3%,51.5%,0.0%,2.20,12.1%,80.0%,33.3%,20.0%,2.36,0.0%
Career (92 matches),,63.4%,53.1%,5.0%,44.8%,2.38,8.3%,63.4%,51.5%,3.8%,2.34,12.5%,74.7%,55.7%,8.6%,2.45,2.0%
