Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,401,214,187,53.4%,485-448,52.0%,4523-4423,50.6%,62-67,48.1%,381,73.5%,27.9%,6.6%,4.4%,61.8%,66.8%,48.8%,59.9%,39.8%,50.0%,0.99
Clay,159,94,65,59.1%,212-161,56.8%,1872-1713,52.2%,20-15,57.1%,155,73.9%,30.4%,6.1%,4.2%,64.0%,66.1%,49.8%,60.2%,41.5%,50.9%,1.04
Grass,68,44,24,64.7%,94-65,59.1%,814-761,51.7%,19-10,65.5%,68,77.4%,25.4%,8.0%,4.1%,62.0%,69.3%,49.2%,61.7%,38.9%,50.5%,1.02
Carpet,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,0,,,,,,,,,,,
Grand Slams,115,62,53,53.9%,142-126,53.0%,1307-1252,51.1%,12-16,42.9%,115,73.8%,27.4%,6.8%,4.4%,61.7%,67.2%,48.6%,60.1%,40.6%,50.3%,1.02
Premiers,198,91,107,46.0%,219-249,46.8%,2236-2325,49.0%,35-40,46.7%,194,73.0%,26.4%,6.6%,4.5%,62.1%,66.5%,48.6%,59.7%,38.9%,49.4%,0.97
Internationals,182,120,62,65.9%,259-168,60.7%,2165-1911,53.1%,30-19,61.2%,175,76.1%,30.6%,6.8%,4.4%,62.4%,67.8%,49.1%,60.8%,41.2%,51.2%,1.05
Finals,16,11,5,68.8%,25-13,65.8%,210-183,53.4%,6-4,60.0%,16,78.4%,26.3%,6.9%,2.8%,63.4%,67.5%,51.4%,61.6%,40.2%,51.0%,1.05
Semi-finals,33,15,18,45.5%,36-41,46.8%,341-365,48.3%,2-2,50.0%,33,70.7%,24.7%,6.0%,3.9%,64.9%,65.3%,46.8%,58.8%,39.1%,49.3%,0.95
Quarter-finals,61,30,31,49.2%,67-71,48.6%,657-678,49.2%,11-8,57.9%,60,72.9%,25.2%,6.9%,4.1%,63.6%,66.3%,48.6%,59.8%,39.2%,49.8%,0.98
vs Righties,566,313,253,55.3%,713-613,53.8%,6511-6248,51.0%,91-83,52.3%,545,73.4%,28.5%,6.7%,4.4%,62.4%,66.8%,48.8%,60.0%,40.3%,50.3%,1.01
vs Lefties,60,35,25,58.3%,71-62,53.4%,651-632,50.7%,8-8,50.0%,56,78.2%,26.1%,6.1%,4.1%,61.8%,67.0%,51.5%,61.1%,38.4%,50.1%,0.99
vs Top 10,84,26,58,31.0%,66-129,33.8%,798-1037,43.5%,15-11,57.7%,82,65.3%,22.0%,5.4%,4.0%,63.0%,62.2%,46.0%,56.2%,37.2%,47.0%,0.85
