Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,3,2,1,66.7%,4-4,50.0%,43-41,51.2%,1-1,50.0%,3,76.2%,25.0%,6.9%,3.3%,62.0%,71.2%,49.0%,62.8%,39.9%,51.2%,1.07,QF (Limoges)
2016,5,4,1,80.0%,8-4,66.7%,62-54,53.4%,2-0,100.0%,5,80.7%,24.6%,7.8%,2.5%,64.8%,68.8%,56.7%,64.5%,39.9%,52.3%,1.12,F (Limoges)
2015,5,5,0,100.0%,10-3,76.9%,70-42,62.5%,0-0,-,0,,,,,,,,,,,,W (Limoges)
2014,2,1,1,50.0%,2-3,40.0%,27-24,52.9%,0-1,0.0%,2,-,-,8.6%,6.1%,58.3%,68.4%,52.9%,62.0%,37.8%,50.2%,0.99,R16 (Limgoes)
2013,9,5,4,55.6%,12-12,50.0%,110-109,50.2%,2-0,100.0%,0,,,,,,,,,,,,W (Cagnes Sur Mer 100K)
2012,28,17,11,60.7%,39-27,59.1%,321-273,54.0%,1-3,25.0%,0,,,,,,,,,,,,SF (4x)
2011,34,20,14,58.8%,45-31,59.2%,394-315,55.6%,5-7,41.7%,0,,,,,,,,,,,,F (2x)
2010,24,15,9,62.5%,31-23,57.4%,252-251,50.1%,5-1,83.3%,0,,,,,,,,,,,,F (Aschaffenburg 25K)
2009,16,7,9,43.8%,15-21,41.7%,167-170,49.6%,0-3,0.0%,0,,,,,,,,,,,,SF (Espinho 10K)
2008,3,1,2,33.3%,2-4,33.3%,23-31,42.6%,0-0,-,0,,,,,,,,,,,,R16 (Clermont Ferrand 10K)
Career,129,77,52,59.7%,168-132,56.0%,1469-1310,52.9%,16-16,50.0%,10,78.8%,24.7%,7.6%,3.5%,62.5%,69.5%,53.2%,63.4%,39.5%,51.5%,1.08,
