Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Zarazua,96.8,99.4,6.0,102.4,96.8,111,88,90.5,4.4,92.0,83.0,99,83
2023 US Open R128,L vs Wang,99.7,107.3,6.9,107.5,106.5,118,89,86.8,5.8,87.5,95.0,95,73
2023 Wimbledon R32,L vs Bouzkova,99.4,104.0,7.7,107.8,98.2,118,79,89.7,7.6,95.0,85.8,106,73
2023 Wimbledon R64,W vs Fernandez,100.1,104.8,8.6,108.7,99.6,117,79,90.5,4.6,91.4,86.5,101,79
2023 Wimbledon R128,W vs Volynets,99.9,104.3,7.7,107.8,100.6,117,88,90.7,7.5,95.5,95.0,103,77
2022 US Open SF,L vs Jabeur,99.9,105.6,6.1,107.1,104.7,115,81,85.6,4.9,86.0,86.0,93,78
2022 US Open QF,W vs Gauff,96.0,104.9,7.0,108.9,98.6,117,94,85.3,5.4,87.3,92.3,98,75
2022 US Open R16,W vs Riske Amritraj,97.8,104.9,8.0,108.1,102.2,117,85,84.9,4.1,85.2,83.5,94,76
2022 US Open R32,W vs Andreescu,95.7,105.8,6.7,108.3,97.6,116,88,81.7,4.6,79.3,87.0,91,73
2022 US Open R64,W vs Kalinskaya,98.3,106.3,10.6,107.9,103.3,118,77,86.2,7.3,89.2,93.0,107,72
2022 US Open R128,W vs Rakhimova,98.2,103.1,9.8,103.0,102.1,117,79,86.5,6.7,87.3,82.0,96,74
2022 Wimbledon R16,L vs Bouzkova,97.6,104.7,9.2,104.4,104.6,118,81,84.8,3.8,84.3,,92,79
2022 Wimbledon R32,W vs Zhang,99.5,105.0,7.9,109.3,98.5,117,88,86.7,5.2,85.7,91.0,97,77
2022 Wimbledon R64,W vs Raducanu,99.3,106.5,6.3,109.3,107.9,116,87,86.4,4.9,86.7,83.0,96,79
2021 US Open R64,L vs Rybakina,94.9,102.0,6.6,103.6,96.3,111,87,84.3,5.9,87.2,78.0,97,73
2021 US Open R128,W vs Dart,95.7,102.1,8.1,104.0,94.9,117,71,84.7,5.9,80.6,84.0,95,62
2019 US Open R128,L vs Jabeur,96.9,99.9,5.8,102.2,98.1,111,87,89.8,4.8,92.5,,94,80
2019 Roland Garros R64,L vs Blinkova,98.5,103.1,5.2,,,110,81,88.9,4.2,,,96,81
2019 Roland Garros R128,W vs Barthel,97.0,101.1,6.3,,,110,83,86.8,6.1,,,98,76
2018 US Open R32,L vs Suarez Navarro,97.3,100.0,8.3,103.9,96.3,115,79,86.9,6.3,87.7,89.0,98,72
Career (57 matches),,97.6,103.0,7.1,105.3,99.1,123,62,87.2,5.4,88.3,87.5,107,62
