Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,15,Hard,33,18,15,54.5%,11,4,7,36.4%,2011,2025,R16,32,1.01,7.8%,4.3%,61.9%,67.3%,48.3%,60.1%,40.5%,54.5%,46.7%
Roland Garros,16,Clay,34,18,16,52.9%,4,2,2,50.0%,2010,2025,QF,34,1.00,5.2%,4.7%,62.3%,65.6%,47.5%,58.7%,41.2%,56.0%,44.4%
Wimbledon,13,Grass,30,17,13,56.7%,11,8,3,72.7%,2011,2024,R16,24,1.01,6.9%,4.4%,60.5%,69.5%,47.6%,60.9%,39.3%,57.1%,41.0%
US Open,15,Hard,31,16,15,51.6%,6,1,5,16.7%,2011,2025,SF,31,1.03,7.2%,5.0%,61.2%,67.4%,48.1%,59.9%,41.4%,50.3%,39.7%
Olympics,3,,4,1,3,25.0%,1,1,0,100.0%,2016,2024,R32,3,1.03,4.0%,4.4%,66.4%,65.3%,48.7%,59.7%,41.6%,63.0%,50.0%
Fed Cup,4,,17,11,6,64.7%,5,3,2,60.0%,2014,2019,,11,1.08,4.5%,3.5%,62.1%,67.8%,53.8%,62.5%,40.7%,58.6%,44.7%
Cincinnati,12,Hard,27,16,11,59.3%,9,3,6,33.3%,2013,2025,W,27,1.01,6.6%,4.4%,61.8%,70.3%,49.0%,62.2%,38.4%,62.2%,42.9%
Miami,12,Hard,23,11,12,47.8%,8,6,2,75.0%,2012,2025,QF,22,0.94,6.1%,4.5%,60.5%,66.9%,46.6%,58.9%,38.6%,57.2%,44.5%
Indian Wells,12,Hard,25,13,12,52.0%,6,2,4,33.3%,2012,2025,R16,25,0.99,6.3%,4.3%,61.8%,64.6%,53.3%,60.3%,39.1%,52.9%,39.5%
Dubai,11,Hard,21,10,11,47.6%,1,0,1,0.0%,2012,2025,SF,20,1.01,5.7%,4.1%,60.1%,64.0%,51.5%,59.0%,41.4%,58.9%,47.1%
Doha,11,Hard,22,11,11,50.0%,9,3,6,33.3%,2012,2025,QF,22,1.03,6.4%,5.5%,60.6%,68.9%,49.5%,61.2%,39.9%,59.9%,38.3%
Abu Dhabi,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2024,2025,R32,2,0.80,4.7%,2.4%,63.5%,69.4%,38.7%,58.2%,33.3%,42.9%,16.7%
