Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Sopot CH R32,W vs Majchrzak,0.87,1.13,86.9,9.7,-,71.9%,-,57.1%,52.3%,39.0%
2019 M25 Lasne R16,W vs Antonescu,1.02,1.60,42.5,2.6,-,65.5%,-,57.7%,64.0%,54.5%
2019 M15 Quinta Do Lago R32,W vs Binding,1.30,2.03,32.5,2.0,0.0%,67.9%,0.0%,70.4%,53.8%,42.3%
2019 M25 Kazan R32,W vs Lozan,1.19,1.96,32.7,2.0,7.1%,67.9%,0.0%,71.4%,46.7%,53.6%
2019 M25 Trento F,L vs Sinner,0.84,0.70,47.9,2.2,3.0%,54.5%,0.0%,48.3%,31.4%,50.0%
2019 M25 Trento SF,W vs Lenz,1.00,1.26,63.5,2.2,2.8%,77.8%,0.0%,50.0%,52.3%,36.6%
2019 M25 Trento QF,W vs Dubrivnyy,1.14,2.34,36.4,2.2,4.2%,70.8%,4.5%,77.3%,47.6%,61.1%
2019 M25 Trento R16,W vs Heyman,1.08,1.16,67.9,4.6,4.2%,66.7%,0.0%,68.9%,51.1%,16.7%
2019 M25 Trento R32,W vs Bernardi,1.20,2.07,37.3,2.6,8.0%,64.0%,0.0%,65.2%,62.5%,59.1%
2019 M25 Glasgow F,L vs Escoffier,1.01,0.74,50.1,2.1,-,54.8%,-,62.2%,33.3%,27.6%
2019 M25 Glasgow SF,W vs Hoyt,1.03,1.19,62.4,2.1,6.8%,64.4%,0.0%,62.7%,41.0%,43.3%
2019 M25 Glasgow QF,W vs Sijsling,0.99,1.28,52.7,3.9,13.2%,65.8%,2.9%,54.3%,44.7%,58.3%
2019 M25 Glasgow R16,W vs Corwin,1.17,1.11,69.5,19.5,2.1%,52.1%,0.0%,55.8%,44.0%,43.5%
2019 M15 Palmanova R16,L vs Lopez Montagud,0.95,0.66,55.2,2.3,3.6%,64.3%,0.0%,48.0%,32.4%,27.3%
2019 M15 Palmanova R32,W vs Salman,1.19,1.45,48.9,3.0,-,58.1%,-,58.1%,50.0%,51.6%
2019 Da Nang CH R64,L vs Hassan,0.94,0.76,52.5,2.1,2.0%,58.0%,10.2%,57.1%,33.3%,35.1%
2019 M25 Hong Kong R32,W vs Gao,1.48,2.11,27.9,2.1,3.8%,53.8%,0.0%,70.8%,48.4%,60.0%
2018 Sibiu CH R32,L vs Bolelli,0.88,0.39,41.7,2.1,2.9%,52.9%,9.4%,65.6%,18.5%,18.2%
2018 Scheveningen CH R32,L vs Kamke,0.72,0.92,79.0,15.1,11.1%,64.4%,0.0%,69.2%,35.0%,50.0%
2018 Poznan CH R32,W vs Majchrzak,1.03,1.27,50.5,2.2,13.9%,58.3%,3.2%,64.5%,42.6%,53.5%
2019 (17 matches),,1.06,1.24,55.0,2.6,4.7%,63.3%,1.6%,60.3%,45.8%,42.9%
2018 (4 matches),,0.89,0.92,70.1,3.5,10.1%,59.2%,3.1%,65.0%,36.3%,42.4%
2017 (15 matches),,0.95,0.72,54.1,2.4,4.1%,54.7%,1.7%,59.0%,29.3%,36.1%
2016 (14 matches),,1.05,1.02,53.4,2.6,3.5%,60.0%,2.3%,58.4%,41.3%,37.5%
2015 (1 matches),,0.99,0.72,56.9,2.6,4.9%,56.1%,2.7%,62.2%,31.4%,27.6%
Career (51 matches),,1.01,0.98,55.9,2.6,4.7%,59.4%,2.0%,59.9%,38.8%,39.4%
