Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,2,0,2,0.0%,2-4,33.3%,29-36,44.6%,1-1,50.0%,2,67.7%,21.9%,1.3%,3.6%,64.3%,61.1%,48.8%,56.7%,38.7%,47.7%,0.89,R32 (2x)
2022,6,0,6,0.0%,2-12,14.3%,56-80,41.2%,0-0,-,6,66.2%,16.2%,3.2%,5.3%,55.7%,64.7%,46.4%,56.6%,34.8%,45.8%,0.80,R32 (6x)
2021,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,1,33.3%,0.0%,0.0%,13.0%,34.8%,25.0%,46.7%,39.1%,29.4%,35.0%,0.48,R32 (Barletta)
2019,23,13,10,56.5%,32-23,58.2%,280-249,52.9%,3-4,42.9%,23,77.3%,28.1%,4.4%,5.5%,56.6%,71.0%,49.2%,61.6%,40.0%,51.1%,1.04,F (Cordenons)
2018,9,3,6,33.3%,9-13,40.9%,99-107,48.1%,1-2,33.3%,9,76.5%,20.6%,4.8%,6.2%,56.1%,70.9%,50.5%,62.0%,38.2%,49.7%,1.00,QF (Ismaning)
2017,33,14,19,42.4%,35-42,45.5%,361-380,48.7%,7-6,53.8%,33,75.4%,22.1%,4.4%,4.6%,55.7%,67.7%,51.6%,60.6%,36.7%,48.9%,0.93,SF (Koblenz)
2016,22,11,11,50.0%,25-22,53.2%,227-229,49.8%,6-3,66.7%,21,70.8%,28.2%,4.1%,4.4%,61.3%,68.7%,47.1%,60.3%,40.0%,50.1%,1.01,SF (Kenitra)
2015,2,0,2,0.0%,1-4,20.0%,25-32,43.9%,1-0,100.0%,2,78.6%,7.1%,3.9%,1.0%,63.6%,65.6%,58.7%,63.1%,32.6%,48.6%,0.88,R32 (2x)
2010,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.9%,11.1%,50.0%,59.3%,37.0%,48.1%,27.7%,38.6%,0.53,R32 (Cordenons)
2009,3,1,2,33.3%,3-5,37.5%,37-43,46.3%,0-1,0.0%,0,,,,,,,,,,,,R16 (Cordenons)
2008,3,1,2,33.3%,2-4,33.3%,24-30,44.4%,0-0,-,0,,,,,,,,,,,,R16 (Furth)
Career,105,43,62,41.0%,111-131,45.9%,1142-1198,48.8%,19-17,52.8%,98,74.0%,23.7%,4.2%,4.9%,57.5%,68.4%,49.7%,60.4%,38.1%,49.4%,0.96,
