Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,6,20,23.1%,19-43,30.6%,255-335,43.2%,1-7,12.5%,26,51.0%,35.5%,1.5%,5.2%,64.4%,55.8%,40.0%,50.2%,44.4%,47.2%,0.89
Clay,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,2,25.0%,20.0%,0.8%,10.2%,63.3%,55.6%,21.3%,43.0%,39.4%,41.4%,0.69
Grass,2,1,1,50.0%,3-3,50.0%,31-28,52.5%,0-1,0.0%,2,72.4%,34.5%,2.0%,3.6%,67.5%,68.4%,39.1%,58.9%,43.3%,50.9%,1.05
Grand Slams,6,0,6,0.0%,1-12,7.7%,49-79,38.3%,0-3,0.0%,6,45.2%,30.2%,1.0%,3.8%,64.7%,51.5%,43.5%,48.7%,41.7%,45.1%,0.81
Premiers,2,0,2,0.0%,1-4,20.0%,15-26,36.6%,0-0,-,2,35.0%,38.1%,0.8%,6.5%,57.3%,47.9%,32.1%,41.1%,43.5%,42.4%,0.74
Internationals,22,7,15,31.8%,20-34,37.0%,229-282,44.8%,1-5,16.7%,22,54.5%,35.6%,1.7%,5.6%,65.1%,58.8%,38.3%,51.6%,44.7%,48.2%,0.92
Quarter-finals,3,0,3,0.0%,2-6,25.0%,36-48,42.9%,1-2,33.3%,3,51.2%,35.0%,0.7%,6.2%,64.9%,54.5%,40.2%,49.5%,45.2%,47.3%,0.89
vs Righties,24,4,20,16.7%,16-42,27.6%,223-311,41.8%,1-6,14.3%,24,49.8%,33.6%,1.0%,5.1%,64.7%,55.3%,39.3%,49.7%,43.8%,46.7%,0.87
vs Lefties,4,2,2,50.0%,4-6,40.0%,49-55,47.1%,0-1,0.0%,4,56.9%,38.5%,3.0%,5.2%,66.4%,60.6%,38.5%,53.2%,44.8%,49.1%,0.96
vs Top 10,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,14.3%,12.5%,0.0%,0.0%,74.0%,32.4%,53.8%,38.0%,33.3%,35.7%,0.54
