Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,16,12,4,75.0%,26-13,66.7%,207-171,54.8%,5-2,71.4%,16,67.2%,39.7%,4.3%,5.3%,63.8%,62.0%,48.2%,57.0%,46.5%,51.6%,1.08,W (2x)
2025,51,31,20,60.8%,70-46,60.3%,595-481,55.3%,3-8,27.3%,48,62.9%,46.3%,4.6%,4.7%,65.4%,62.6%,43.1%,55.8%,48.2%,52.0%,1.09,W (3x)
2024,57,32,25,56.1%,70-55,56.0%,590-567,51.0%,8-8,50.0%,0,,,,,,,,,,,,F (3x)
2023,34,25,9,73.5%,55-26,67.9%,419-307,57.7%,4-0,100.0%,0,,,,,,,,,,,,W (W25+H Tauste-Zaragoza)
2022,30,18,12,60.0%,39-31,55.7%,335-310,51.9%,2-2,50.0%,1,0.0%,0.0%,2.4%,12.2%,68.3%,32.1%,23.1%,29.3%,37.0%,33.7%,0.52,W (W25 Cairns)
2021,21,10,11,47.6%,25-25,50.0%,212-233,47.6%,3-1,75.0%,5,49.0%,40.4%,3.5%,5.0%,63.8%,55.3%,42.3%,50.6%,46.1%,48.3%,0.93,QF (3x)
2020,5,3,2,60.0%,6-4,60.0%,52-45,53.6%,2-0,100.0%,0,,,,,,,,,,,,QF (2x)
2019,39,21,18,53.8%,47-45,51.1%,431-427,50.2%,7-4,63.6%,1,63.6%,18.2%,1.4%,4.2%,52.8%,52.6%,58.8%,55.6%,38.4%,46.9%,0.86,W (2x)
2018,19,9,10,47.4%,21-23,47.7%,186-209,47.1%,2-1,66.7%,2,77.8%,26.3%,1.8%,2.7%,69.6%,67.9%,52.9%,63.4%,37.4%,50.2%,1.02,SF (Bendigo $60K)
2017,29,13,16,44.8%,28-39,41.8%,323-331,49.4%,3-8,27.3%,4,53.7%,39.0%,2.1%,9.0%,59.7%,60.7%,36.8%,51.0%,45.7%,48.3%,0.93,SF (Mornington $25K)
2016,38,25,13,65.8%,55-36,60.4%,459-405,53.1%,10-3,76.9%,0,,,,,,,,,,,,W (2x)
2015,13,4,9,30.8%,12-18,40.0%,127-145,46.7%,0-0,-,0,,,,,,,,,,,,QF (Bangkok $10K)
2014,7,2,5,28.6%,5-11,31.3%,75-91,45.2%,1-2,33.3%,0,,,,,,,,,,,,R16 (2x)
2013,3,0,3,0.0%,1-6,14.3%,29-42,40.8%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
2012,7,2,5,28.6%,5-11,31.3%,63-82,43.4%,0-0,-,0,,,,,,,,,,,,R16 (2x)
Career,369,207,162,56.1%,465-389,54.4%,4103-3846,51.6%,50-40,55.6%,77,62.4%,42.9%,4.2%,5.1%,64.5%,61.7%,44.2%,55.5%,47.1%,51.2%,1.06,
