Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Rinderknech,105.5,109.5,10.7,113.8,108.4,125,62,97.2,8.5,100.8,89.8,113,81
2023 US Open R64,L vs Bonzi,109.4,115.0,4.6,116.2,113.9,124,100,99.9,10.2,103.2,98.9,117,81
2023 US Open R128,W vs Kwon,112.4,117.7,6.0,120.3,116.8,125,83,103.6,10.5,107.6,99.2,120,80
2023 Wimbledon QF,L vs Medvedev,117.6,121.1,4.1,123.1,118.7,129,112,107.3,8.4,111.7,99.6,126,93
2023 Wimbledon R16,W vs Tsitsipas,113.7,118.6,5.5,120.8,117.6,127,89,102.8,8.8,107.3,94.9,117,80
2023 Wimbledon R32,W vs Oconnell,115.1,119.4,4.6,121.0,117.5,129,109,104.6,9.4,112.3,98.4,124,90
2023 Wimbledon R64,W vs Norrie,116.6,119.8,5.7,122.4,118.8,129,95,108.4,8.8,107.5,111.4,126,90
2022 US Open R64,L vs Sinner,113.0,117.8,8.4,121.9,114.6,130,87,100.4,11.1,106.2,94.5,127,81
2022 US Open R128,W vs Martinez,111.9,118.2,5.5,122.3,117.3,130,101,97.1,10.3,98.0,97.6,121,83
2021 US Open R128,L vs Tiafoe,111.8,117.6,9.7,122.2,114.2,130,81,96.7,10.9,96.3,94.4,116,72
Career (10 matches),,112.5,117.3,6.6,120.4,115.7,130,62,101.5,9.6,103.9,97.6,127,72
