Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),391,120,238,1523,222,1493,280,1415,138,1524,,,,
2025,264,202,241,1523,222,1493,275,1415,138,1524,,,,
2024,107,572,125,1667,111,1636,222,1464,65,1637,195,360,,
2023,34,1235,67,1757,72,1685,143,1568,26,1732,,,,
2022,123,462,112,1681,99,1645,200,1504,107,1561,,,,
2021,160,428,121,1665,103,1637,203,1480,161,1497,,,,
2020,235,247,173,1545,163,1509,213,1433,,,182,404,,
2019,228,215,248,1497,231,1463,285,1399,190,1442,284,186,,
2018,170,307,180,1552,167,1527,296,1356,175,1461,380,77,,
2017,347,132,285,1425,270,1399,,,217,1391,240,261,,
2016,649,42,,,,,,,,,849,45,,
2015,,,,,,,,,,,599,90,,
