Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,17,11,6,64.7%,7,4,3,57.1%,2019,2025,R64,17,1.05,16.8%,3.4%,71.2%,75.9%,49.7%,68.4%,33.4%,63.9%,41.4%
Roland Garros,8,Clay,9,1,8,11.1%,6,1,5,16.7%,2018,2025,R128,8,0.81,11.5%,4.7%,68.0%,69.9%,40.8%,60.5%,31.8%,59.7%,35.1%
Wimbledon,7,Grass,13,6,7,46.2%,13,9,4,69.2%,2018,2025,QF,12,0.91,13.3%,4.3%,70.4%,74.7%,49.3%,67.2%,29.7%,55.7%,25.9%
US Open,9,Hard,18,9,9,50.0%,13,5,8,38.5%,2016,2025,R64,17,0.95,13.1%,5.2%,64.5%,74.5%,49.8%,65.7%,32.6%,67.9%,43.5%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,0.60,7.7%,1.9%,88.5%,58.7%,33.3%,55.8%,26.5%,33.3%,20.0%
Davis Cup,1,,1,1,0,100.0%,0,0,0,-,2024,2024,,1,1.38,11.5%,3.3%,75.4%,67.4%,60.0%,65.6%,47.5%,85.7%,36.4%
Shanghai Masters,2,Hard,4,2,2,50.0%,0,0,0,-,2023,2025,R32,4,0.97,12.7%,2.1%,70.8%,67.7%,55.4%,64.1%,34.7%,61.5%,31.0%
Cincinnati Masters,3,Hard,5,2,3,40.0%,4,3,1,75.0%,2017,2025,R64,5,0.88,12.5%,4.3%,63.8%,73.9%,62.3%,69.7%,26.8%,55.6%,22.7%
Houston,4,Clay,7,3,4,42.9%,4,0,4,0.0%,2018,2025,QF,7,1.08,8.2%,4.4%,64.9%,72.9%,52.4%,65.7%,37.0%,60.6%,51.6%
Miami Masters,7,Hard,15,8,7,53.3%,13,8,5,61.5%,2018,2025,QF,15,1.00,12.5%,3.1%,68.3%,75.2%,53.5%,68.3%,31.7%,58.9%,36.6%
Indian Wells Masters,6,Hard,13,7,6,53.8%,7,3,4,42.9%,2019,2025,R64,13,1.00,13.3%,3.7%,64.9%,75.3%,51.7%,67.0%,33.1%,64.6%,43.9%
Acapulco,3,Hard,3,0,3,0.0%,2,1,1,50.0%,2023,2025,R32,3,0.65,10.4%,4.5%,64.0%,71.1%,48.8%,63.1%,24.0%,63.2%,12.5%
