Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Wimbledon R128,L vs De Jong,61,68,0.9,16.8%,18.7%,44,62,0.7,15.0%,21.2%,9.6%,5.1%,1.8,18.5%,10.2%
2025 Montpellier R16,L vs Rublev,32,14,2.3,32.0%,14.0%,24,13,1.8,27.6%,14.9%,10.3%,3.4%,6.8,34.0%,5.0%
2024 Knoxville CH F,W vs Tien,33,26,1.3,21.0%,16.6%,19,24,0.8,14.3%,18.0%,6.8%,6.0%,1.1,12.1%,11.5%
2024 US Open R128,L vs Rinderknech,57,50,1.1,17.9%,15.7%,40,43,0.9,14.8%,15.9%,10.7%,3.3%,1.5,17.2%,11.6%
2024 Newport SF,L vs Giron,27,36,0.8,17.2%,22.9%,22,32,0.7,15.6%,22.7%,12.8%,2.8%,0.6,12.1%,20.4%
2024 Wimbledon R128,L vs Halys,18,19,0.9,12.5%,13.2%,9,15,0.6,8.1%,13.5%,4.5%,2.7%,2.8,29.2%,10.4%
2024 Roland Garros R128,L vs Sinner,16,34,0.5,14.8%,31.5%,14,27,0.5,15.7%,30.3%,12.4%,3.4%,1.3,27.8%,21.3%
2024 Madrid Masters R128,L vs Van De Zandschulp,19,28,0.7,19.8%,29.2%,18,24,0.8,21.2%,28.2%,8.2%,0.0%,2.3,28.1%,12.5%
2024 Miami Masters R32,L vs Zverev,38,27,1.4,27.9%,19.9%,31,25,1.2,26.1%,21.0%,10.9%,4.2%,2.4,26.5%,11.0%
2024 Acapulco R32,L vs Ruud,48,40,1.2,25.9%,21.6%,38,37,1.0,23.2%,22.6%,17.7%,3.7%,1.6,16.8%,10.3%
2024 Australian Open R64,L vs Rublev,51,27,1.9,29.3%,15.5%,41,25,1.6,27.0%,16.4%,5.9%,1.3%,4.8,32.8%,6.9%
2023 Shanghai Masters R32,L vs Ruud,27,36,0.8,26.7%,35.6%,19,35,0.5,21.3%,39.3%,6.7%,1.1%,2.9,19.8%,6.9%
2023 US Open R64,L vs Bonzi,54,58,0.9,21.3%,22.8%,39,51,0.8,18.6%,24.3%,12.9%,4.3%,1.3,15.4%,11.8%
2023 US Open R128,W vs Kwon,47,51,0.9,21.3%,23.1%,33,47,0.7,17.8%,25.4%,13.0%,3.8%,1.0,10.4%,10.4%
2023 Washington R16,L vs Thompson,25,26,1.0,26.6%,27.7%,23,24,1.0,27.7%,28.9%,7.2%,2.4%,7.0,29.8%,4.3%
2023 Wimbledon QF,L vs Medvedev,74,55,1.3,26.1%,19.4%,57,45,1.3,25.6%,20.2%,20.2%,3.6%,4.0,18.4%,4.6%
2023 Wimbledon R16,W vs Tsitsipas,53,56,0.9,18.5%,19.6%,40,51,0.8,15.8%,20.2%,9.5%,4.7%,2.2,12.9%,5.9%
2023 Wimbledon R32,W vs Oconnell,65,25,2.6,28.0%,10.8%,42,21,2.0,21.1%,10.6%,13.1%,7.5%,2.9,15.1%,5.2%
2023 Wimbledon R64,W vs Norrie,63,39,1.6,27.0%,16.7%,42,36,1.2,21.4%,18.4%,15.8%,5.6%,1.1,8.6%,8.2%
2023 Wimbledon R128,W vs Monteiro,66,43,1.5,28.8%,18.8%,38,39,1.0,20.8%,21.3%,12.0%,4.9%,1.7,14.4%,8.3%
Career (33 matches),,1336,1281,1.0,21.0%,20.2%,945,1133,0.8,17.7%,21.2%,11.0%,3.7%,1.6,15.6%,9.6%
