Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Wimbledon R128,L vs De Jong,45.5%,47.1%,3.2%,3/3,2.28,36.6%,41.2%,50.0%,3.9%,2.19,53.4%,65.2%,44.2%,3.0%,2.44,5.1%
2025 Montpellier R16,L vs Rublev,60.4%,37.9%,8.3%,4/0,1.87,30.0%,42.9%,25.0%,10.7%,1.79,37.5%,85.0%,47.1%,5.0%,2.17,0.0%
2024 Knoxville CH F,W vs Tien,62.8%,44.9%,1.3%,0/1,2.25,43.2%,63.0%,41.2%,0.0%,2.09,61.5%,71.4%,53.3%,4.8%,2.50,16.7%
2024 Newport SF,L vs Giron,65.4%,50.9%,6.2%,1/4,2.29,24.0%,54.3%,32.0%,4.3%,2.26,31.0%,82.4%,67.9%,8.8%,2.36,14.3%
2024 Roland Garros R128,L vs Sinner,58.4%,40.4%,7.9%,4/3,2.10,4.1%,64.4%,34.5%,4.4%,2.03,5.9%,85.2%,47.8%,18.5%,2.27,0.0%
2024 Madrid R128,L vs Van De Zandschulp,58.3%,46.4%,4.2%,1/1,-,18.8%,46.9%,26.7%,6.3%,-,22.7%,86.7%,69.2%,0.0%,-,10.0%
2024 Miami R32,L vs Zverev,62.2%,45.7%,5.4%,1/3,-,12.8%,63.2%,50.0%,5.3%,-,18.5%,58.8%,30.0%,5.9%,-,0.0%
2024 Acapulco R32,L vs Ruud,62.2%,33.9%,3.3%,1/2,1.97,25.0%,56.1%,31.3%,0.0%,1.73,34.1%,77.4%,37.5%,9.7%,2.47,8.7%
2024 Australian Open R64,L vs Rublev,58.2%,30.4%,13.9%,5/6,-,19.2%,54.1%,30.3%,14.8%,-,22.5%,72.2%,30.8%,11.1%,-,8.3%
2023 Shanghai R32,L vs Ruud,65.2%,23.3%,0.0%,0/0,-,41.2%,67.7%,23.8%,0.0%,-,52.4%,69.2%,22.2%,0.0%,-,23.1%
2023 Washington R16,L vs Thompson,56.4%,27.3%,15.4%,6/0,-,19.4%,46.7%,28.6%,10.0%,-,36.8%,88.9%,25.0%,33.3%,-,0.0%
2023 Wimbledon QF,L vs Medvedev,46.0%,47.4%,11.3%,9/5,2.27,15.8%,41.9%,50.0%,10.5%,2.23,23.4%,63.6%,42.9%,15.2%,2.35,0.0%
2023 Mallorca F,W vs Mannarino,65.9%,59.3%,0.0%,0/0,2.15,0.0%,63.6%,50.0%,0.0%,2.18,0.0%,68.4%,69.2%,0.0%,2.11,0.0%
2023 Halle R32,L vs Hurkacz,49.0%,39.6%,6.1%,4/2,2.25,17.6%,35.8%,29.2%,6.0%,2.28,25.0%,88.9%,50.0%,7.4%,2.20,0.0%
2023 Miami QF,L vs Medvedev,53.5%,47.4%,11.3%,7/1,2.20,7.7%,47.7%,38.1%,6.8%,2.05,10.0%,77.3%,58.8%,22.7%,2.29,5.3%
2023 Miami R32,W vs Barrere,65.6%,50.0%,6.6%,4/0,2.36,19.4%,63.2%,45.8%,7.9%,2.37,20.0%,69.6%,56.3%,4.3%,2.33,16.7%
2023 Acapulco R32,L vs Lopez,50.0%,52.8%,6.9%,5/0,2.01,55.8%,38.1%,50.0%,2.4%,2.11,73.9%,74.1%,55.0%,14.8%,1.90,35.0%
2022 Knoxville CH F,L vs Shelton,55.8%,60.4%,4.2%,2/2,2.31,31.5%,52.3%,64.7%,6.2%,2.33,42.5%,73.1%,52.6%,0.0%,2.25,0.0%
2022 Roland Garros Q1,W vs Jubb,61.3%,45.6%,9.0%,3/7,2.16,11.1%,64.4%,46.8%,8.2%,2.15,15.2%,60.0%,42.9%,11.4%,2.17,3.8%
2019 New York R16,L vs Thompson,59.5%,50.0%,2.4%,1/1,2.27,21.6%,55.9%,45.5%,1.7%,2.10,38.1%,70.8%,58.8%,4.2%,2.50,0.0%
Career (21 matches),,56.7%,45.3%,6.0%,60.2%,2.19,22.9%,53.0%,42.3%,5.3%,2.13,31.3%,72.4%,49.9%,8.3%,2.30,7.2%
