Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,74,26,48,35.1%,79-118,40.1%,959-1061,47.5%,21-30,41.2%,74,84.0%,11.2%,12.3%,3.8%,67.5%,72.9%,51.7%,66.0%,30.1%,48.5%,0.89
Clay,11,3,8,27.3%,7-19,26.9%,115-136,45.8%,1-3,25.0%,11,77.6%,13.9%,8.0%,4.7%,67.7%,70.8%,47.0%,63.1%,32.8%,48.3%,0.89
Grass,26,15,11,57.7%,42-35,54.5%,409-405,50.2%,17-7,70.8%,26,87.4%,11.2%,13.9%,3.8%,70.8%,76.0%,50.6%,68.6%,30.0%,49.7%,0.95
Grand Slams,23,8,15,34.8%,38-52,42.2%,437-478,47.8%,9-12,42.9%,23,83.6%,11.5%,13.7%,4.5%,67.7%,73.8%,47.8%,65.4%,30.4%,48.5%,0.88
Masters,23,8,15,34.8%,22-34,39.3%,273-308,47.0%,10-6,62.5%,23,82.7%,10.3%,10.7%,3.4%,67.2%,71.3%,53.9%,65.6%,29.6%,48.0%,0.86
Other Tours,64,27,37,42.2%,66-86,43.4%,761-811,48.4%,20-22,47.6%,64,85.4%,11.4%,12.2%,3.7%,69.1%,74.4%,51.8%,67.4%,30.3%,49.2%,0.93
Best of 5,23,8,15,34.8%,38-52,42.2%,437-478,47.8%,9-12,42.9%,23,83.6%,11.5%,13.7%,4.5%,67.7%,73.8%,47.8%,65.4%,30.4%,48.5%,0.88
Best of 3,88,36,52,40.9%,90-120,42.9%,1046-1124,48.2%,30-28,51.7%,88,84.7%,11.4%,11.8%,3.6%,68.7%,73.5%,52.4%,66.9%,30.2%,49.0%,0.91
Finals,1,1,0,100.0%,2-0,100.0%,12-5,70.6%,0-0,-,1,100.0%,37.5%,22.9%,0.0%,72.9%,88.6%,46.2%,77.1%,39.0%,59.6%,1.70
Semi-finals,2,1,1,50.0%,3-3,50.0%,29-30,49.2%,1-0,100.0%,2,83.3%,10.7%,10.4%,4.9%,67.0%,75.4%,48.3%,66.5%,30.6%,48.6%,0.91
Quarter-finals,9,2,7,22.2%,8-16,33.3%,114-136,45.6%,4-2,66.7%,9,77.4%,12.4%,10.7%,5.8%,68.3%,73.6%,44.5%,64.4%,30.2%,47.8%,0.85
vs Righties,100,36,64,36.0%,109-163,40.1%,1320-1464,47.4%,33-38,46.5%,100,83.4%,11.3%,12.2%,4.0%,68.2%,73.2%,50.4%,65.9%,30.1%,48.5%,0.88
vs Lefties,11,8,3,72.7%,19-9,67.9%,163-138,54.2%,6-2,75.0%,11,93.2%,13.0%,13.6%,2.8%,70.1%,77.4%,57.8%,71.5%,32.5%,52.0%,1.14
vs Top 10,10,1,9,10.0%,6-24,20.0%,126-171,42.4%,1-4,20.0%,10,76.2%,8.4%,9.8%,4.6%,68.6%,69.6%,45.3%,62.0%,27.1%,45.3%,0.71
