Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Wimbledon R128,L vs De Jong,30.6%,45.2%,51.3%,41.1%,37.6%,54.4%,57.7%,53.2%,49.2%,57.6%,60.0%,20.4%,32.7%,38.5%,82
2025 Montpellier R16,L vs Rublev,40.4%,51.9%,36.7%,47.3%,42.9%,57.1%,37.5%,51.4%,30.4%,31.6%,0.0%,33.3%,33.3%,33.3%,72
2024 Knoxville CH F,W vs Tien,39.2%,57.0%,60.9%,49.1%,50.0%,71.4%,75.0%,63.9%,27.3%,58.8%,100.0%,14.3%,23.8%,38.9%,25
2024 Newport SF,L vs Giron,28.9%,42.1%,52.0%,36.7%,32.6%,48.8%,62.1%,46.3%,56.5%,65.0%,100.0%,27.6%,37.9%,38.1%,105
2024 Roland Garros R128,L vs Sinner,14.0%,24.7%,44.9%,21.9%,20.9%,44.2%,50.0%,38.1%,33.3%,56.0%,75.0%,21.1%,21.1%,33.3%,51
2024 Madrid R128,L vs Van De Zandschulp,25.0%,29.2%,37.5%,29.8%,31.3%,34.4%,31.8%,38.4%,44.4%,78.6%,50.0%,16.7%,25.0%,50.0%,19
2024 Miami R32,L vs Zverev,33.9%,54.8%,48.7%,42.7%,41.3%,65.2%,48.1%,53.3%,35.3%,65.5%,0.0%,14.3%,28.6%,50.0%,19
2024 Acapulco R32,L vs Ruud,28.4%,54.7%,60.0%,44.1%,33.9%,64.5%,70.7%,57.9%,45.2%,61.3%,100.0%,20.0%,40.0%,41.7%,59
2024 Australian Open R64,L vs Rublev,43.2%,51.6%,36.5%,49.5%,45.9%,54.1%,37.5%,54.1%,42.9%,74.4%,83.3%,36.8%,47.4%,33.3%,65
2023 Shanghai R32,L vs Ruud,36.4%,49.1%,35.3%,42.4%,40.0%,48.6%,33.3%,49.4%,42.9%,57.1%,75.0%,31.6%,52.6%,38.5%,-3
2023 Washington R16,L vs Thompson,30.9%,43.6%,30.6%,36.4%,42.4%,60.6%,36.8%,51.5%,33.3%,16.7%,14.3%,15.0%,20.0%,23.5%,32
2023 Wimbledon QF,L vs Medvedev,30.8%,49.7%,52.0%,41.3%,38.4%,61.6%,56.5%,53.2%,38.8%,46.0%,0.0%,16.2%,27.0%,41.9%,22
2023 Mallorca F,W vs Mannarino,52.1%,62.5%,52.2%,59.8%,60.0%,74.3%,71.4%,70.6%,44.4%,58.8%,-,30.8%,30.8%,22.2%,-79
2023 Halle R32,L vs Hurkacz,42.1%,60.0%,52.8%,50.7%,45.7%,65.7%,50.0%,57.4%,46.9%,57.9%,50.0%,34.8%,47.8%,60.0%,42
2023 Miami QF,L vs Medvedev,28.8%,45.5%,45.2%,37.4%,39.5%,63.2%,52.2%,54.5%,53.3%,69.6%,100.0%,17.4%,26.1%,36.8%,39
2023 Miami R32,W vs Barrere,42.4%,62.1%,55.6%,51.7%,44.4%,64.8%,53.3%,55.7%,65.2%,54.8%,0.0%,40.0%,60.0%,66.7%,173
2023 Acapulco R32,L vs Lopez,35.6%,52.1%,44.2%,42.1%,42.5%,60.0%,47.8%,54.3%,33.3%,36.4%,0.0%,31.0%,48.3%,40.0%,105
2022 Knoxville CH F,L vs Shelton,34.8%,50.6%,49.1%,45.1%,37.9%,54.5%,48.8%,51.7%,51.7%,48.6%,100.0%,30.0%,45.0%,50.0%,118
2022 Roland Garros Q1,W vs Jubb,31.3%,51.3%,46.2%,40.3%,35.9%,56.4%,52.0%,49.2%,43.8%,71.7%,66.7%,22.2%,41.7%,35.7%,-38
2019 New York R16,L vs Thompson,37.5%,51.4%,51.4%,44.0%,52.3%,68.2%,57.1%,63.0%,40.9%,40.9%,100.0%,20.0%,35.0%,43.8%,39
Career (21 matches),,34.0%,49.6%,48.1%,42.7%,41.2%,59.4%,52.6%,54.1%,43.5%,55.6%,56.1%,23.9%,36.6%,39.3%,107
