Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Montpellier R16,L vs Rublev,0.87,0.52,41.8,2.3,7.1%,60.7%,25.0%,62.5%,32.0%,13.0%
2024 Knoxville CH F,W vs Tien,1.11,1.41,69.8,2.2,22.0%,73.2%,13.2%,76.3%,19.5%,45.9%
2024 Newport SF,L vs Giron,0.81,0.76,52.6,2.3,5.0%,65.0%,8.3%,61.1%,22.7%,48.6%
2024 Wimbledon R128,L vs Halys,1.01,0.31,24.4,2.0,11.9%,57.1%,10.5%,60.5%,18.2%,6.5%
2024 Madrid R128,L vs Van De Zandschulp,0.96,0.56,44.6,2.1,3.8%,53.8%,0.0%,45.5%,34.6%,22.7%
2024 Miami R32,L vs Zverev,0.92,0.73,56.2,3.7,9.1%,51.5%,13.8%,79.3%,25.6%,31.4%
2024 Acapulco R32,L vs Ruud,0.92,0.71,58.7,2.7,8.0%,72.0%,13.3%,66.7%,25.5%,20.9%
2024 Australian Open R64,L vs Rublev,0.94,0.45,24.7,2.0,6.0%,54.0%,15.6%,73.3%,7.1%,29.7%
2023 Shanghai R32,L vs Ruud,0.91,0.42,40.4,2.2,3.6%,57.1%,25.9%,59.3%,25.0%,13.6%
2023 US Open R64,L vs Bonzi,0.93,0.79,50.0,2.3,7.1%,62.9%,15.9%,71.4%,27.0%,29.3%
2023 US Open R128,W vs Kwon,1.34,1.41,30.0,2.3,8.6%,63.8%,16.7%,63.0%,45.6%,30.8%
2023 Washington R16,L vs Thompson,1.14,0.36,40.0,2.1,3.6%,46.4%,3.7%,55.6%,14.3%,16.7%
2023 Wimbledon QF,L vs Medvedev,0.99,0.70,37.6,4.1,9.6%,60.2%,11.8%,67.1%,21.5%,30.5%
2023 Wimbledon R16,W vs Tsitsipas,1.35,1.08,55.3,6.3,6.2%,69.1%,11.3%,63.4%,29.6%,23.8%
2023 Wimbledon R32,W vs Oconnell,1.12,1.54,37.6,2.3,22.0%,78.0%,19.2%,78.8%,26.6%,33.3%
2023 Wimbledon R64,W vs Norrie,0.97,1.45,42.5,2.1,23.6%,70.9%,16.0%,76.0%,47.7%,31.7%
2023 Wimbledon R128,W vs Monteiro,1.26,1.36,41.6,3.9,17.7%,72.6%,30.9%,78.2%,28.8%,24.5%
2023 Mallorca F,W vs Mannarino,1.53,2.61,33.1,2.1,20.0%,88.0%,26.1%,65.2%,36.4%,42.1%
2023 Halle R32,L vs Hurkacz,0.93,0.77,68.0,2.4,7.8%,64.7%,11.4%,79.5%,28.0%,18.8%
2023 Miami QF,L vs Medvedev,0.90,0.69,49.4,2.4,2.9%,54.3%,9.7%,61.3%,37.8%,26.5%
2025 (1 matches),,0.87,0.52,41.8,2.3,7.1%,60.7%,25.0%,62.5%,32.0%,13.0%
2024 (7 matches),,0.95,0.68,47.5,2.3,9.6%,61.7%,11.5%,67.2%,21.3%,30.2%
2023 (14 matches),,1.10,1.01,46.1,2.6,11.4%,65.7%,16.5%,69.6%,32.0%,27.3%
2022 (3 matches),,1.01,0.96,45.9,2.6,13.8%,63.1%,16.9%,64.2%,32.0%,37.0%
2021 (1 matches),,0.97,0.76,49.9,2.3,14.7%,62.7%,21.7%,65.2%,28.4%,27.9%
Career (73 matches),,1.00,0.91,53.4,2.7,11.2%,65.0%,13.6%,65.1%,32.2%,31.0%
