Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Roland Garros Q2,L vs Bouzkova,12.5%,14.3%,33.3%,14.3%,17.1%,40.0%,58.8%,55.6%,44.4%,11.8%,11.8%,20.0%,12.5%,77.8%,0.0%,-9
Career (1 matches),,12.5%,14.3%,33.3%,14.3%,17.1%,40.0%,58.8%,55.6%,44.4%,11.8%,11.8%,20.0%,12.5%,77.8%,0.0%,-9
