Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,2,0,2,0.0%,2019,2019,Q1,1,0.93,1.1%,4.3%,66.7%,67.7%,48.4%,61.3%,36.1%,71.4%,50.0%
Roland Garros,1,Clay,2,1,1,50.0%,0,0,0,-,2019,2019,Q2,2,0.98,0.7%,3.0%,66.4%,50.6%,48.9%,50.0%,49.2%,50.0%,75.0%
Wimbledon,2,Grass,3,1,2,33.3%,0,0,0,-,2018,2019,Q2,1,0.90,0.0%,2.6%,77.6%,52.5%,41.2%,50.0%,45.2%,58.3%,50.0%
US Open,2,Hard,4,2,2,50.0%,1,1,0,100.0%,2018,2019,Q2,4,0.85,0.4%,2.5%,69.1%,55.8%,39.8%,50.9%,41.9%,46.3%,40.5%
Tokyo,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2017,2024,Q2,5,0.94,0.0%,3.8%,67.6%,50.2%,48.8%,49.7%,47.4%,62.2%,52.5%
Taipei,1,Hard,2,0,2,0.0%,0,0,0,-,2018,2018,Q1,2,0.79,0.7%,4.4%,66.2%,45.6%,28.3%,39.7%,47.4%,38.1%,46.7%
Nanchang,2,Hard,2,0,2,0.0%,0,0,0,-,2017,2018,R32,2,0.58,0.0%,6.9%,58.4%,49.2%,38.1%,44.6%,31.9%,37.5%,33.3%
