Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,42,24,18,57.1%,49-43,53.3%,427-397,51.8%,3-6,33.3%,40,59.8%,44.7%,0.4%,4.9%,65.8%,59.7%,43.9%,54.3%,47.9%,51.1%,1.05,W (W15 Kashiwa)
2024,53,30,23,56.6%,71-51,58.2%,586-503,53.8%,6-2,75.0%,0,,,,,,,,,,,,W (W35 Makinohara)
2023,52,31,21,59.6%,70-50,58.3%,571-521,52.3%,6-1,85.7%,0,,,,,,,,,,,,F (2x)
2022,9,5,4,55.6%,10-9,52.6%,80-84,48.8%,1-0,100.0%,0,,,,,,,,,,,,SF (W25 Yokohama)
2021,19,12,7,63.2%,26-17,60.5%,233-183,56.0%,2-4,33.3%,0,,,,,,,,,,,,SF (2x)
2020,13,7,6,53.8%,14-15,48.3%,122-134,47.7%,0-0,-,0,,,,,,,,,,,,SF (W25 Launceston)
2019,46,24,22,52.2%,54-51,51.4%,492-481,50.6%,7-5,58.3%,0,,,,,,,,,,,,F (W25 Nanao)
2018,45,27,18,60.0%,55-48,53.4%,499-489,50.5%,3-6,33.3%,2,43.8%,11.8%,0.0%,6.5%,57.0%,54.1%,34.8%,45.8%,27.7%,37.3%,0.51,W (3x)
2017,53,28,25,52.8%,60-57,51.3%,513-518,49.8%,4-2,66.7%,1,25.0%,25.0%,0.0%,5.0%,57.5%,34.8%,29.4%,32.5%,42.0%,37.8%,0.62,W (2x)
2016,38,26,12,68.4%,57-33,63.3%,449-376,54.4%,3-2,60.0%,0,,,,,,,,,,,,W (Hong Kong $10K)
2015,6,3,3,50.0%,7-7,50.0%,57-54,51.4%,0-0,-,0,,,,,,,,,,,,R16 (3x)
Career,376,217,159,57.7%,473-381,55.4%,4029-3740,51.9%,35-28,55.6%,43,58.4%,42.9%,0.4%,4.9%,65.3%,59.2%,43.2%,53.6%,47.1%,50.3%,1.02,
