Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Elena Malygina [EST],2,3,40.0%,1,1,0,100.0%,2016,2024,0,,,,,,,,,,
5,Margarita Lazareva [RUS],3,2,60.0%,0,0,0,-,2015,2019,0,,,,,,,,,,
4,Aliona Bolsova [ESP],2,2,50.0%,1,1,0,100.0%,2022,2025,2,0.96,0.0%,2.6%,71.0%,53.6%,44.4%,51.0%,47.3%,42.9%,34.5%
4,Ekaterina Ovcharenko [RUS],2,2,50.0%,2,1,1,50.0%,2019,2025,1,0.98,2.6%,2.6%,66.7%,65.4%,50.0%,60.3%,38.8%,42.9%,28.6%
4,Anastasia Gasanova [RUS],3,1,75.0%,1,1,0,100.0%,2018,2024,1,1.11,2.6%,5.1%,61.5%,66.7%,56.7%,62.8%,41.3%,66.7%,30.0%
4,Vlada Koval [RUS],0,4,0.0%,1,0,1,0.0%,2018,2021,0,,,,,,,,,,
4,Anastasia Tikhonova [RUS],2,2,50.0%,2,1,1,50.0%,2018,2021,0,,,,,,,,,,
3,Zhibek Kulambayeva [KAZ],2,1,66.7%,1,1,0,100.0%,2022,2025,1,1.15,1.1%,5.3%,70.2%,57.6%,32.1%,50.0%,57.5%,68.8%,63.6%
3,Anastasia Kulikova [FIN],0,3,0.0%,1,0,1,0.0%,2019,2025,1,0.39,3.7%,7.4%,59.3%,50.0%,50.0%,50.0%,19.5%,42.9%,0.0%
3,Yuliya Hatouka [BLR],0,3,0.0%,0,0,0,-,2021,2024,0,,,,,,,,,,
3,Victoria Mikhaylova [RUS],3,0,100.0%,0,0,0,-,2019,2024,0,,,,,,,,,,
3,Ekaterina Yashina [RUS],1,2,33.3%,0,0,0,-,2021,2024,0,,,,,,,,,,
3,Justina Mikulskyte [LTU],1,2,33.3%,0,0,0,-,2020,2024,0,,,,,,,,,,
3,Ekaterina Maklakova [RUS],2,1,66.7%,1,0,1,0.0%,2021,2022,0,,,,,,,,,,
3,Sofya Lansere [RUS],0,3,0.0%,0,0,0,-,2018,2022,0,,,,,,,,,,
