Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 W50 Bistrita QF,L vs Bulgaru,20% (2/10),100% (2/2),1/3,40% (4/10),0% (0/4),1/2,0/1,0/1,0/0,0/1
2019 W15 Moscow R16,L vs Saidenova,23% (3/13),67% (2/3),0/5,50% (6/12),17% (1/6),0/2,0/0,1/1,0/0,1/1
2019 W15 Moscow R32,W vs Daniels Sierra,63% (5/8),100% (5/5),1/1,13% (1/8),0% (0/1),3/4,1/1,0/0,0/0,0/0
2019 W15 Savitaipale QF,W vs Malygina,47% (8/17),88% (7/8),1/4,29% (5/17),0% (0/5),4/5,1/1,2/4,1/1,0/0
2019 W15 Savitaipale R32,W vs Anttila,75% (6/8),100% (6/6),0/1,14% (1/7),0% (0/1),4/5,1/1,0/0,0/0,0/0
2019 W25 Montpellier R32,L vs Yerolymos,50% (4/8),75% (3/4),2/5,88% (7/8),0% (0/7),0/2,0/0,0/2,0/0,0/1
2019 W25 Minsk R32,L vs Komardina,27% (3/11),100% (3/3),2/4,75% (9/12),33% (3/9),1/3,0/0,1/3,0/0,1/2
2019 W15 Antalya R32,W vs Garkusha,75% (6/8),100% (6/6),1/1,29% (2/7),50% (1/2),5/5,1/1,0/0,0/0,0/0
2019 W15 Antalya R16,L vs Ibbou,25% (2/8),50% (1/2),0/5,71% (5/7),0% (0/5),0/1,0/0,1/1,0/0,0/0
2019 W15 Antalya R32,W vs Ovcharenko,55% (6/11),100% (6/6),0/3,45% (5/11),20% (1/5),4/5,1/1,1/2,1/1,0/0
2019 W25 Khimki QF,L vs Herdzelas,40% (4/10),50% (2/4),1/3,45% (5/11),20% (1/5),1/2,0/0,2/3,0/0,2/2
2019 W25 Khimki R16,W vs Laskutova,86% (6/7),100% (6/6),1/1,29% (2/7),50% (1/2),5/5,1/1,0/0,0/0,0/0
2019 W25 Calvi R32,L vs Leonard,38% (3/8),100% (3/3),3/6,88% (7/8),0% (0/7),0/3,0/0,0/1,0/0,0/0
2019 W15 Sharm El Sheikh QF,L vs Gilchrist,11% (1/9),0% (0/1),0/3,44% (4/9),25% (1/4),0/0,0/0,1/1,0/0,1/1
2019 W15 Sharm El Sheikh R16,W vs Koller,86% (6/7),100% (6/6),1/1,43% (3/7),67% (2/3),4/5,1/1,0/0,0/0,0/0
2019 W15 Sharm El Sheikh R16,L vs Lutzeier,50% (7/14),71% (5/7),0/3,31% (4/13),0% (0/4),3/5,1/1,1/2,0/0,0/0
2019 W15 Sharm El Sheikh R32,W vs Rushiti,50% (7/14),86% (6/7),1/6,50% (7/14),14% (1/7),4/6,2/2,3/3,1/1,0/0
2019 W15 Shymkent QF,L vs Rakhimova,22% (2/9),100% (2/2),0/4,60% (6/10),17% (1/6),1/2,0/1,1/2,0/0,1/1
2019 W15 Shymkent R16,W vs Tkacheva,50% (5/10),80% (4/5),0/1,30% (3/10),67% (2/3),4/4,2/2,2/2,1/1,0/0
2019 W15 Shymkent R32,W vs Paulenka,50% (4/8),100% (4/4),0/1,33% (3/9),67% (2/3),2/3,1/1,0/0,1/1,0/0
2025 (1 matches),,20.0%,100.0%,33.3%,40.0%,0.0%,50.0%,0.0%,0.0%,-,0.0%
2019 (19 matches),,46.8%,87.5%,24.1%,45.5%,20.0%,67.2%,92.9%,59.3%,100.0%,75.0%
2017 (27 matches),,57.6%,77.8%,45.6%,50.8%,19.1%,66.1%,71.9%,34.5%,69.2%,41.7%
2016 (16 matches),,60.6%,86.0%,48.6%,61.1%,14.1%,46.1%,53.3%,50.0%,37.5%,50.0%
2015 (5 matches),,64.6%,87.1%,61.5%,32.0%,18.8%,66.7%,100.0%,100.0%,100.0%,100.0%
Career (68 matches),,55.4%,82.9%,42.2%,50.3%,17.7%,61.0%,73.5%,48.1%,67.9%,54.8%
