Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 US Open R128,L vs Yuan,22% (2/9),50% (1/2),0/4,50% (4/8),0% (0/4),1/1,0/0,2/2,0/0,0/0
2022 Granby R32,L vs Stakusic,43% (6/14),83% (5/6),3/7,77% (10/13),30% (3/10),3/5,1/1,1/1,0/0,1/1
2022 Wimbledon R128,L vs Flipkens,50% (5/10),60% (3/5),1/4,70% (7/10),14% (1/7),0/3,0/0,1/3,0/0,0/1
2019 Bucharest R32,W vs Bara,64% (9/14),56% (5/9),2/3,35% (6/17),17% (1/6),2/4,1/2,0/0,0/0,0/0
2019 W25 Tarvisio R16,W vs Sanesi,31% (5/16),80% (4/5),0/2,13% (2/16),0% (0/2),3/3,2/3,2/2,0/0,0/0
2019 W25 Klosters R32,W vs Cascino,89% (8/9),63% (5/8),2/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 W60 Barcelona SF,L vs Buyukakcay,17% (1/6),0% (0/1),0/4,100% (6/6),0% (0/6),0/0,0/0,0/2,0/0,0/1
2019 W60 Barcelona QF,W vs Han,71% (5/7),80% (4/5),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,1/1,0/0
2019 W60 Barcelona R16,W vs Bassols Ribera,44% (7/16),100% (7/7),2/5,47% (8/17),13% (1/8),5/7,2/4,1/2,1/3,0/0
2019 W25 Rome R16,W vs Bjorklund,78% (7/9),86% (6/7),3/3,60% (6/10),50% (3/6),4/6,2/3,0/0,1/2,0/0
2019 W25 Rome R32,W vs Rodionova,71% (5/7),100% (5/5),0/1,50% (4/8),75% (3/4),4/4,1/1,0/0,1/1,0/0
2019 W60 Wiesbaden QF,L vs Seguel,56% (5/9),100% (5/5),3/7,89% (8/9),0% (0/8),0/5,0/0,0/1,0/0,0/0
2019 W60 Wiesbaden R16,W vs Jani,88% (7/8),100% (7/7),2/3,63% (5/8),40% (2/5),4/6,1/2,0/0,1/1,0/0
2019 W60 Wiesbaden R32,W vs Andrei,64% (9/14),100% (9/9),3/6,43% (6/14),0% (0/6),5/7,0/2,0/0,0/0,0/0
2019 W25 Chiasso R16,L vs Galfi,29% (2/7),100% (2/2),2/5,88% (7/8),0% (0/7),0/2,0/0,0/2,0/0,0/1
2019 W25 Chiasso R32,W vs Samir,70% (7/10),100% (7/7),4/4,56% (5/9),20% (1/5),1/5,0/1,0/0,0/1,0/0
2019 W25 Santa Margherita Di Pula R32,L vs Pereira,44% (7/16),71% (5/7),3/5,40% (6/15),17% (1/6),4/5,1/1,0/0,0/0,0/0
2019 W25 Canberra R32,L vs Mihalikova,46% (6/13),67% (4/6),0/3,25% (3/12),0% (0/3),2/3,0/0,0/0,0/0,0/0
2019 W25 Canberra R16,L vs Rogowska,47% (7/15),57% (4/7),2/4,43% (6/14),33% (2/6),3/3,0/0,0/0,0/0,0/0
2019 W25 Canberra R32,W vs Koelzer,64% (7/11),86% (6/7),1/4,58% (7/12),43% (3/7),5/6,2/2,0/0,1/1,0/0
2022 (3 matches),,39.4%,69.2%,26.7%,67.7%,19.0%,44.4%,100.0%,66.7%,-,50.0%
2019 (19 matches),,54.1%,79.5%,44.3%,47.9%,21.8%,66.7%,62.5%,45.5%,63.6%,50.0%
2018 (3 matches),,35.3%,58.3%,30.8%,51.4%,22.2%,66.7%,0.0%,75.0%,-,100.0%
2017 (17 matches),,51.7%,74.4%,31.0%,52.7%,28.1%,61.7%,63.2%,33.3%,100.0%,25.0%
2016 (11 matches),,42.7%,71.7%,31.9%,51.6%,21.5%,67.6%,50.0%,72.7%,33.3%,57.1%
Career (54 matches),,48.7%,75.2%,35.6%,51.3%,23.1%,64.6%,60.0%,54.0%,68.4%,52.0%
