Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 Granby R32,L vs Stakusic,19.2%,25.0%,37.5%,20.3%,29.0%,41.8%,41.2%,34.3%,33.3%,19.4%,19.4%,28.0%,0.0%,46.7%,50.0%,34
2022 Wimbledon R128,L vs Flipkens,12.0%,21.3%,38.5%,14.5%,23.6%,38.3%,48.3%,26.9%,12.5%,5.3%,15.8%,38.9%,0.0%,63.6%,100.0%,-61
2017 Roland Garros R128,L vs Wozniacki,12.5%,15.9%,52.7%,10.9%,16.4%,57.1%,53.8%,34.5%,33.3%,16.7%,16.7%,44.0%,15.4%,41.2%,0.0%,6
Career (3 matches),,15.0%,21.0%,42.9%,15.6%,23.5%,45.7%,47.2%,32.2%,27.6%,15.0%,17.5%,36.8%,5.4%,48.8%,42.9%,6
