Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),990,20,,,,,,,,,,,,
2025,797,41,,,,,,,,,476,149
2024,307,209,294,1438,294,1393,266,1394,,,172,464
2023,212,357,225,1495,252,1402,212,1448,136,1490,,
2022,162,389,242,1454,273,1365,205,1436,171,1422,,
2021,328,196,,,,,,,,,,
2020,267,237,,,,,,,,,159,545
2019,252,235,261,1414,288,1325,194,1454,,,249,305
2018,206,289,221,1437,221,1395,,,195,1322,393,136
2017,322,138,,,,,,,,,919,20
2016,423,80,,,,,,,,,1039,14
2015,946,11,,,,,,,,,,
