Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells R64,L vs Krueger,20,61,0.3,10.2%,31.0%,20,56,0.4,11.4%,32.0%,7.4%,4.0%,0.6,14.7%,25.9%
2025 Beijing R64,L vs Boisson,16,31,0.5,14.7%,28.4%,14,29,0.5,14.1%,29.3%,12.1%,0.0%,0.9,11.9%,13.8%
2025 Wimbledon QF,L vs Swiatek,15,36,0.4,11.2%,26.9%,15,31,0.5,12.2%,25.2%,11.4%,0.8%,1.0,15.7%,16.4%
2025 Berlin QF,W vs Anisimova,15,7,2.1,17.6%,8.2%,14,5,2.8,17.9%,6.4%,10.3%,7.7%,0.7,15.3%,23.5%
2025 Strasbourg F,L vs Rybakina,27,38,0.7,15.1%,21.2%,26,36,0.7,16.5%,22.8%,12.0%,4.4%,1.3,18.4%,14.0%
2025 Stuttgart R32,L vs Alexandrova,11,26,0.4,9.9%,23.4%,7,18,0.4,7.9%,20.2%,4.5%,3.4%,2.1,17.1%,8.1%
2025 Indian Wells QF,L vs Sabalenka,9,25,0.4,8.3%,22.9%,9,22,0.4,8.6%,21.0%,6.7%,1.9%,1.2,12.8%,11.0%
2025 Indian Wells R16,W vs Paolini,25,15,1.7,26.3%,15.8%,21,14,1.5,23.9%,15.9%,13.6%,10.2%,0.4,6.3%,14.7%
2025 Indian Wells R32,W vs Kasatkina,39,43,0.9,25.2%,27.7%,32,41,0.8,22.7%,29.1%,15.6%,6.4%,0.8,8.4%,10.3%
2025 Doha R64,W vs Sun,20,28,0.7,16.0%,22.4%,18,24,0.8,16.2%,21.6%,9.9%,4.5%,0.6,8.8%,13.6%
2025 Australian Open R64,L vs Danilovic,7,20,0.4,7.5%,21.5%,6,18,0.3,6.9%,20.7%,6.9%,0.0%,1.4,10.8%,7.5%
2024 US Open R16,L vs Swiatek,11,24,0.5,10.2%,22.2%,10,21,0.5,10.0%,21.0%,6.0%,4.0%,0.7,13.0%,17.6%
2024 US Open R32,W vs Krueger,9,4,2.3,10.2%,4.5%,9,4,2.3,10.7%,4.8%,9.5%,0.0%,0.2,6.8%,30.7%
2024 US Open R64,W vs Bouzkova,54,56,1.0,27.4%,28.4%,42,50,0.8,24.7%,29.4%,19.4%,4.7%,1.1,9.6%,9.1%
2024 US Open R128,W vs Wang,22,32,0.7,17.2%,25.0%,19,25,0.8,17.1%,22.5%,14.4%,2.7%,0.4,7.8%,20.3%
2024 Cincinnati QF,L vs Sabalenka,12,32,0.4,12.4%,33.0%,9,26,0.3,10.8%,31.3%,7.2%,3.6%,0.7,10.3%,15.5%
2024 Wimbledon R32,L vs Kalinskaya,20,29,0.7,15.9%,23.0%,12,25,0.5,10.6%,22.1%,8.0%,2.7%,0.7,7.9%,11.1%
2024 Wimbledon R64,W vs Avanesyan,22,18,1.2,20.0%,16.4%,16,14,1.1,17.0%,14.9%,14.9%,2.1%,0.5,10.9%,21.8%
2024 Wimbledon R128,W vs Masarova,27,30,0.9,15.5%,17.2%,24,27,0.9,15.0%,16.9%,10.6%,3.8%,0.5,10.9%,21.3%
2024 s Hertogenbosch F,W vs Andreescu,36,40,0.9,18.1%,20.1%,34,35,1.0,18.5%,19.0%,13.0%,5.4%,0.7,9.0%,12.6%
Career (76 matches),,1871,2289,0.8,17.4%,21.2%,1503,1992,0.8,15.8%,21.0%,10.4%,3.6%,0.8,11.1%,14.5%
