Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R16,L vs Swiatek,101.1,106.3,11.2,111.0,105.2,117,64,92.2,9.2,92.0,91.0,104,65
2024 US Open R32,W vs Krueger,101.8,108.8,5.7,110.6,103.8,117,88,93.2,5.4,96.0,97.0,106,83
2024 US Open R64,W vs Bouzkova,98.3,105.3,7.9,110.6,102.0,119,70,88.2,4.6,,81.7,96,78
2024 US Open R128,W vs Wang,91.6,100.2,8.0,105.4,98.1,116,77,82.8,5.4,,76.0,94,73
2024 Wimbledon R32,L vs Kalinskaya,97.5,105.1,6.9,111.2,102.7,118,82,92.8,5.7,97.5,90.0,104,77
2024 Wimbledon R64,W vs Avanesyan,101.8,109.1,8.1,115.2,104.3,122,94,93.4,4.7,93.0,,101,84
2023 US Open R32,L vs Keys,100.7,104.8,6.3,106.9,102.0,114,82,93.7,6.2,95.0,92.0,103,78
2023 US Open R64,W vs Korpatsch,101.1,108.7,6.4,111.3,104.9,118,94,90.2,5.9,90.0,77.5,98,69
2023 US Open R128,W vs Liu,100.8,105.0,8.1,111.2,100.0,118,89,92.4,5.1,99.0,92.0,101,75
2022 US Open R16,L vs Tomljanovic,96.4,103.6,11.7,109.1,100.7,119,61,84.8,3.3,85.0,82.0,91,77
2022 US Open R32,W vs Krunic,94.9,105.5,7.5,109.1,101.1,117,81,82.8,3.8,85.3,,89,74
2022 US Open R64,W vs Fernandez,102.5,110.1,5.1,113.7,106.8,119,95,90.1,3.4,92.0,,96,83
2022 US Open R128,W vs Bejlek,100.9,106.3,9.1,112.2,101.6,123,78,86.0,3.2,88.5,84.5,91,80
2021 US Open R64,L vs Minnen,100.5,106.2,4.9,107.3,106.0,120,94,94.1,5.2,98.0,89.0,102,81
2021 US Open R128,W vs Boulter,101.7,106.9,8.3,113.2,103.0,121,89,93.5,4.9,,91.7,102,81
2021 Wimbledon R16,L vs Pliskova,102.5,108.4,7.0,116.3,102.2,120,97,94.9,3.4,96.0,,100,86
2021 Wimbledon R32,W vs Stephens,104.9,111.3,6.7,112.9,103.6,121,96,97.5,3.9,95.0,90.0,104,90
2019 Roland Garros R128,L vs Vekic,88.9,94.1,9.0,,,115,75,82.2,4.4,,,90,73
Career (18 matches),,99.2,105.7,7.7,111.1,102.4,123,61,90.3,4.9,92.3,86.3,106,65
