Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R64,L vs Krueger,63.3%,54.8%,4.1%,2/2,2.21,5.3%,68.5%,58.0%,1.4%,2.10,9.3%,63.2%,41.7%,15.8%,2.37,0.0%
2025 Beijing R64,L vs Boisson,62.7%,43.2%,8.5%,4/1,2.17,2.6%,57.8%,30.8%,6.7%,2.17,5.3%,84.6%,72.7%,15.4%,2.17,0.0%
2025 Wimbledon QF,L vs Swiatek,73.5%,46.0%,10.3%,3/4,2.68,6.7%,73.0%,40.7%,5.4%,2.49,10.7%,82.1%,52.2%,17.9%,3.00,0.0%
2025 Berlin QF,W vs Anisimova,68.2%,76.7%,6.8%,2/1,2.43,3.8%,63.0%,70.6%,3.7%,2.38,0.0%,86.7%,84.6%,13.3%,2.59,14.3%
2025 Strasbourg F,L vs Rybakina,62.3%,59.1%,2.8%,2/1,2.75,3.4%,50.8%,56.3%,4.8%,2.71,5.4%,82.9%,61.8%,0.0%,2.80,0.0%
2025 Stuttgart R32,L vs Alexandrova,58.0%,44.8%,8.0%,3/1,2.42,2.6%,50.0%,33.3%,2.8%,2.49,5.6%,84.6%,63.6%,23.1%,2.34,0.0%
2025 Indian Wells QF,L vs Sabalenka,71.4%,51.4%,10.2%,3/2,2.34,12.2%,70.6%,41.7%,8.8%,2.46,18.2%,73.3%,72.7%,13.3%,2.11,0.0%
2025 Indian Wells R16,W vs Paolini,86.5%,60.0%,0.0%,0/0,2.17,20.7%,89.7%,62.9%,0.0%,2.34,30.0%,90.9%,50.0%,0.0%,1.78,0.0%
2025 Indian Wells R32,W vs Kasatkina,71.4%,60.0%,1.4%,1/0,2.47,12.9%,71.1%,50.0%,2.2%,2.34,25.8%,90.0%,77.8%,0.0%,2.61,0.0%
2025 Doha R64,W vs Sun,57.7%,60.0%,3.8%,0/2,2.40,10.6%,65.5%,47.4%,3.4%,2.26,16.0%,57.9%,81.8%,5.3%,2.56,4.5%
2025 Australian Open R64,L vs Danilovic,55.3%,61.9%,13.2%,2/3,2.47,0.0%,53.8%,64.3%,15.4%,2.54,0.0%,58.3%,57.1%,8.3%,2.24,0.0%
2024 US Open R16,L vs Swiatek,69.8%,37.8%,0.0%,0/0,2.85,4.9%,60.6%,20.0%,0.0%,2.90,8.3%,89.5%,58.8%,0.0%,2.78,0.0%
2024 US Open R32,W vs Krueger,76.9%,67.5%,5.8%,1/2,2.77,13.0%,81.8%,77.8%,3.0%,2.64,33.3%,76.5%,46.2%,11.8%,2.85,0.0%
2024 Cincinnati QF,L vs Sabalenka,58.0%,41.4%,2.0%,0/1,2.51,16.7%,55.9%,36.8%,2.9%,2.68,33.3%,62.5%,50.0%,0.0%,2.38,5.6%
2024 Wimbledon R32,L vs Kalinskaya,61.0%,41.7%,3.4%,0/2,2.35,22.5%,63.6%,42.9%,0.0%,2.16,77.8%,57.1%,37.5%,14.3%,2.41,6.5%
2024 Wimbledon R64,W vs Avanesyan,68.5%,62.2%,9.3%,1/4,2.63,5.7%,75.0%,63.0%,2.8%,2.41,11.8%,76.9%,60.0%,30.8%,2.83,0.0%
2024 s Hertogenbosch F,W vs Andreescu,63.9%,61.3%,8.2%,4/4,2.48,37.7%,63.1%,53.7%,3.1%,2.24,54.5%,75.0%,76.2%,21.4%,2.77,17.9%
2024 s Hertogenbosch R16,W vs Naef,62.3%,65.1%,2.9%,2/0,2.30,6.5%,63.4%,57.7%,4.9%,2.34,11.1%,70.8%,76.5%,0.0%,2.24,0.0%
2024 Abu Dhabi SF,L vs Rybakina,57.1%,60.0%,4.3%,1/2,2.58,7.3%,46.7%,57.1%,2.2%,2.53,10.3%,79.2%,63.2%,8.3%,2.63,3.8%
2023 Beijing F,L vs Swiatek,61.9%,38.5%,2.4%,0/1,2.41,5.6%,61.5%,25.0%,0.0%,2.51,10.5%,66.7%,60.0%,6.7%,2.31,0.0%
Last 52 Weeks (6 matches),,64.5%,54.0%,6.1%,61.5%,2.44,4.3%,60.5%,49.4%,3.9%,2.39,6.7%,80.6%,61.5%,11.6%,2.52,0.8%
Career (60 matches),,66.4%,53.9%,6.0%,52.3%,2.44,15.6%,64.5%,51.3%,3.7%,2.37,22.6%,80.0%,58.1%,11.4%,2.53,7.7%
