Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,181,99,82,54.7%,228-189,54.7%,1998-1906,51.2%,26-24,52.0%,181,72.6%,29.8%,7.4%,6.3%,55.1%,69.9%,47.9%,60.0%,41.1%,50.5%,1.03
Clay,55,28,27,50.9%,69-60,53.5%,617-566,52.2%,3-8,27.3%,55,70.1%,35.3%,4.7%,4.9%,57.6%,67.3%,47.1%,58.7%,43.8%,51.1%,1.06
Grass,43,28,15,65.1%,62-40,60.8%,534-466,53.4%,9-9,50.0%,43,75.5%,31.5%,8.6%,6.1%,55.1%,72.4%,48.1%,61.5%,42.2%,51.6%,1.09
Grand Slams,52,29,23,55.8%,65-52,55.6%,568-518,52.3%,5-7,41.7%,52,73.8%,31.3%,6.2%,5.8%,57.4%,69.1%,49.0%,60.5%,42.2%,51.1%,1.07
Premiers,106,56,50,52.8%,133-115,53.6%,1169-1153,50.3%,19-12,61.3%,106,71.1%,29.5%,8.1%,6.3%,54.6%,70.1%,46.4%,59.4%,41.1%,50.2%,1.01
Internationals,64,43,21,67.2%,94-54,63.5%,772-637,54.8%,10-12,45.5%,64,75.6%,34.4%,7.2%,5.4%,56.3%,70.2%,49.2%,61.0%,43.3%,52.1%,1.11
Finals,9,5,4,55.6%,12-11,52.2%,102-106,49.0%,1-1,50.0%,9,73.5%,25.0%,7.8%,5.8%,54.0%,69.8%,52.8%,62.0%,38.2%,49.8%,1.00
Semi-finals,18,9,9,50.0%,22-20,52.4%,196-193,50.4%,3-3,50.0%,18,70.6%,29.2%,9.3%,5.4%,58.5%,69.0%,45.3%,59.2%,41.0%,50.2%,1.00
Quarter-finals,29,18,11,62.1%,40-24,62.5%,325-284,53.4%,3-3,50.0%,29,75.0%,31.5%,6.5%,6.0%,57.3%,71.9%,44.9%,60.4%,41.4%,50.7%,1.05
vs Righties,255,144,111,56.5%,333-262,56.0%,2904-2691,51.9%,36-38,48.6%,255,72.8%,31.4%,7.1%,6.0%,55.5%,69.8%,47.8%,60.0%,41.8%,50.8%,1.05
vs Lefties,24,11,13,45.8%,26-27,49.1%,245-247,49.8%,2-3,40.0%,24,70.5%,29.1%,6.0%,6.0%,56.6%,69.7%,47.0%,59.8%,41.7%,50.7%,1.04
vs Top 10,29,10,19,34.5%,25-43,36.8%,282-354,44.3%,5-6,45.5%,29,66.9%,22.0%,6.5%,5.8%,57.9%,66.0%,45.2%,57.3%,38.1%,48.0%,0.89
