Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Veronika Kudermetova [RUS],2,6,25.0%,2,1,1,50.0%,2021,2025,8,0.94,8.3%,6.7%,56.4%,69.7%,41.5%,57.4%,40.0%,33.3%,35.1%
7,Jessica Pegula [USA],2,5,28.6%,3,1,2,33.3%,2020,2026,7,0.84,7.4%,5.2%,55.9%,67.4%,43.6%,56.9%,36.2%,56.9%,36.4%
6,Aryna Sabalenka [BLR],2,4,33.3%,3,1,2,33.3%,2022,2025,6,0.83,6.6%,7.0%,50.5%,67.5%,47.8%,57.8%,35.1%,62.0%,39.3%
6,Qinwen Zheng [CHN],3,3,50.0%,2,0,2,0.0%,2021,2025,6,1.03,5.8%,5.8%,57.8%,70.3%,48.0%,60.9%,40.4%,61.0%,38.8%
6,Elena Rybakina [KAZ],4,2,66.7%,2,2,0,100.0%,2021,2025,6,1.04,7.7%,6.6%,57.2%,71.8%,47.9%,61.6%,40.0%,60.0%,42.5%
6,Madison Keys [USA],1,5,16.7%,2,2,0,100.0%,2021,2025,6,0.72,5.5%,5.1%,59.5%,68.0%,36.9%,55.4%,32.2%,55.4%,21.2%
6,Belinda Bencic [SUI],5,1,83.3%,2,1,1,50.0%,2021,2025,6,1.11,10.1%,5.7%,54.9%,76.8%,49.8%,64.6%,39.3%,75.0%,39.2%
5,Laura Siegemund [GER],2,3,40.0%,1,1,0,100.0%,2022,2026,5,1.12,7.3%,6.7%,54.3%,69.1%,48.5%,59.7%,45.1%,43.8%,40.0%
5,Naomi Osaka [JPN],2,3,40.0%,2,1,1,50.0%,2024,2025,5,0.91,6.8%,5.0%,56.1%,69.3%,49.5%,60.6%,35.9%,53.7%,39.5%
5,Iga Swiatek [POL],0,5,0.0%,1,1,0,100.0%,2022,2025,5,0.69,3.9%,5.3%,63.7%,58.7%,42.0%,52.6%,32.7%,51.1%,27.8%
5,Paula Badosa [ESP],4,1,80.0%,4,2,2,50.0%,2018,2025,4,0.96,5.9%,3.6%,58.9%,69.3%,44.0%,58.9%,39.4%,64.1%,51.7%
5,Jelena Ostapenko [LAT],2,3,40.0%,2,0,2,0.0%,2020,2025,5,1.03,11.4%,8.0%,53.4%,72.3%,39.8%,57.2%,44.1%,30.0%,48.6%
5,Marie Bouzkova [CZE],3,2,60.0%,1,1,0,100.0%,2019,2025,5,0.99,6.0%,7.6%,50.4%,67.7%,44.3%,56.1%,43.5%,53.2%,50.0%
5,Petra Martic [CRO],0,5,0.0%,3,0,3,0.0%,2020,2022,5,0.77,5.5%,5.0%,56.8%,63.0%,49.7%,57.3%,32.7%,51.2%,27.3%
4,Hailey Baptiste [USA],1,3,25.0%,0,0,0,-,2020,2026,4,0.94,1.3%,5.7%,52.5%,61.1%,45.7%,53.8%,43.3%,47.4%,50.0%
