Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,L vs Krueger,1.0%,100.0%,3.6%,71.4%,7.5%,12.5%,33.3%,4.9%,7.7%,2.7%,25.0%,108,74
2025 Beijing R64,L vs Boisson,0.0%,-,3.7%,75.0%,20.7%,32.1%,40.0%,0.0%,0.0%,1.3%,100.0%,178,101
2025 Wimbledon QF,L vs Swiatek,0.0%,-,0.7%,100.0%,15.9%,40.7%,25.0%,8.9%,8.3%,1.3%,33.3%,40,59
2025 Berlin QF,W vs Anisimova,0.0%,-,5.9%,100.0%,27.5%,85.7%,100.0%,11.5%,40.0%,1.0%,100.0%,36,62
2025 Strasbourg F,L vs Rybakina,0.0%,-,5.0%,88.9%,22.0%,20.8%,66.7%,18.0%,36.4%,3.6%,33.3%,157,82
2025 Stuttgart R32,L vs Alexandrova,0.0%,-,2.7%,66.7%,15.1%,10.0%,0.0%,13.3%,0.0%,1.5%,50.0%,96,125
2025 Indian Wells QF,L vs Sabalenka,0.0%,-,8.3%,55.6%,20.0%,42.9%,33.3%,11.5%,11.1%,1.9%,33.3%,114,58
2025 Indian Wells R16,W vs Paolini,0.0%,-,5.3%,80.0%,22.4%,39.1%,0.0%,13.2%,50.0%,1.8%,66.7%,97,101
2025 Indian Wells R32,W vs Kasatkina,2.6%,50.0%,14.2%,63.6%,17.4%,26.3%,0.0%,8.6%,40.0%,3.3%,50.0%,210,155
2025 Doha R64,W vs Sun,0.0%,-,2.4%,100.0%,22.2%,40.7%,60.0%,22.2%,25.0%,0.0%,-,213,177
2025 Australian Open R64,L vs Danilovic,0.0%,-,4.3%,25.0%,19.0%,19.0%,25.0%,8.3%,0.0%,0.9%,100.0%,122,72
2024 US Open R16,L vs Swiatek,0.0%,-,4.6%,80.0%,6.9%,11.1%,0.0%,9.8%,44.4%,1.8%,33.3%,95,70
2024 US Open R32,W vs Krueger,0.0%,-,3.4%,66.7%,27.4%,40.0%,66.7%,4.3%,0.0%,0.8%,100.0%,-4,20
2024 Cincinnati QF,L vs Sabalenka,0.0%,-,5.2%,100.0%,15.7%,20.0%,0.0%,6.7%,0.0%,2.0%,0.0%,297,209
2024 Wimbledon R32,L vs Kalinskaya,0.0%,-,0.8%,0.0%,20.3%,38.9%,25.0%,11.4%,20.0%,0.7%,0.0%,180,176
2024 Wimbledon R64,W vs Avanesyan,0.0%,-,2.7%,100.0%,18.5%,22.2%,0.0%,15.4%,25.0%,3.0%,75.0%,72,91
2024 s Hertogenbosch F,W vs Andreescu,1.0%,100.0%,7.0%,64.3%,27.8%,34.6%,42.9%,37.1%,42.9%,2.3%,0.0%,225,182
2024 s Hertogenbosch R16,W vs Naef,0.0%,-,4.0%,40.0%,24.4%,39.1%,40.0%,12.1%,0.0%,2.3%,25.0%,58,131
2024 Abu Dhabi SF,L vs Rybakina,1.3%,0.0%,5.2%,50.0%,12.2%,11.1%,0.0%,14.3%,50.0%,3.4%,83.3%,219,157
2023 Beijing F,L vs Swiatek,0.0%,-,15.4%,85.7%,18.8%,28.6%,0.0%,12.0%,50.0%,3.3%,25.0%,300,210
Last 52 Weeks (6 matches),,0.3%,100.0%,3.6%,82.8%,16.7%,29.2%,43.8%,9.2%,16.7%,2.2%,40.0%,107,82
Career (60 matches),,0.6%,72.7%,5.8%,69.1%,21.6%,32.3%,25.7%,11.9%,25.0%,1.2%,47.7%,133,123
