Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,123,45,78,36.6%,118-171,40.8%,1298-1448,47.3%,13-19,40.6%,123,65.4%,29.8%,4.5%,7.0%,61.1%,63.9%,44.2%,56.2%,41.3%,48.8%,0.94
Clay,83,47,36,56.6%,111-85,56.6%,960-861,52.7%,8-12,40.0%,83,66.9%,38.7%,4.3%,6.4%,61.9%,63.9%,45.5%,56.9%,45.3%,51.2%,1.05
Grass,18,5,13,27.8%,15-29,34.1%,193-246,44.0%,4-6,40.0%,18,67.3%,20.7%,5.7%,7.2%,58.9%,65.9%,44.7%,57.2%,36.4%,47.2%,0.85
Grand Slams,50,20,30,40.0%,51-66,43.6%,530-593,47.2%,9-7,56.3%,50,65.3%,29.1%,4.6%,7.1%,61.2%,64.0%,43.4%,56.0%,41.2%,48.8%,0.94
Premiers,49,15,34,30.6%,42-76,35.6%,512-618,45.3%,5-12,29.4%,49,62.1%,29.3%,4.1%,7.1%,60.8%,61.8%,44.7%,55.1%,41.3%,48.2%,0.92
Internationals,88,49,39,55.7%,117-90,56.5%,1040-907,53.4%,7-16,30.4%,88,70.5%,37.0%,4.8%,6.2%,61.4%,65.8%,46.1%,58.2%,44.3%,51.3%,1.06
Finals,2,2,0,100.0%,4-0,100.0%,24-12,66.7%,0-0,-,2,88.9%,44.4%,1.7%,3.3%,66.9%,71.6%,57.5%,66.9%,46.7%,57.5%,1.41
Semi-finals,7,2,5,28.6%,4-10,28.6%,49-74,39.8%,0-0,-,7,56.7%,23.8%,2.4%,5.0%,68.3%,58.5%,40.6%,52.9%,38.6%,46.0%,0.82
Quarter-finals,15,7,8,46.7%,19-21,47.5%,201-190,51.4%,1-4,20.0%,15,71.4%,33.0%,3.6%,4.6%,63.3%,64.5%,49.5%,59.0%,42.6%,50.7%,1.04
vs Righties,196,88,108,44.9%,218-244,47.2%,2166-2233,49.2%,25-35,41.7%,194,65.9%,32.7%,4.5%,6.8%,61.1%,64.2%,44.4%,56.5%,42.5%,49.6%,0.98
vs Lefties,22,5,17,22.7%,17-36,32.1%,216-268,44.6%,1-1,50.0%,22,65.5%,24.5%,4.5%,6.8%,61.3%,62.6%,46.7%,56.4%,38.9%,47.8%,0.89
vs Top 10,19,2,17,10.5%,9-34,20.9%,146-237,38.1%,0-1,0.0%,19,57.2%,19.5%,3.9%,6.4%,63.5%,60.5%,40.0%,53.0%,37.0%,45.0%,0.79
