Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Auckland QF,L vs Montgomery,14,21,0.7,11.8%,17.6%,9,16,0.6,9.6%,17.0%,4.3%,3.2%,1.8,21.0%,11.8%
2024 US Open R128,L vs Bondar,26,37,0.7,14.7%,20.9%,17,31,0.5,11.7%,21.4%,6.9%,3.4%,0.6,9.0%,16.4%
2024 Wimbledon R32,L vs Ostapenko,10,17,0.6,10.2%,17.3%,6,13,0.5,7.1%,15.3%,3.5%,3.5%,1.3,19.4%,15.3%
2024 Wimbledon R64,W vs Garcia,34,23,1.5,20.0%,13.5%,21,15,1.4,15.7%,11.2%,8.2%,4.5%,1.8,18.8%,10.6%
2024 Wimbledon R128,W vs Potapova,33,64,0.5,12.5%,24.2%,28,49,0.6,12.2%,21.3%,8.7%,2.6%,0.5,9.5%,18.9%
2024 Rome R64,L vs Swiatek,13,18,0.7,11.7%,16.2%,11,15,0.7,10.4%,14.2%,7.5%,2.8%,1.0,9.9%,9.9%
2024 Miami R128,L vs Collins,24,31,0.8,14.1%,18.2%,21,24,0.9,15.1%,17.3%,10.8%,3.6%,1.1,19.4%,18.2%
2023 US Open R32,L vs Ostapenko,20,39,0.5,11.9%,23.2%,16,31,0.5,11.0%,21.2%,6.2%,4.8%,0.5,10.1%,22.0%
2023 US Open R64,W vs Wang,31,39,0.8,16.3%,20.5%,26,32,0.8,15.7%,19.3%,12.0%,1.8%,0.6,12.1%,19.5%
2023 US Open R128,W vs Kudermetova,18,34,0.5,12.1%,22.8%,15,26,0.6,11.6%,20.2%,8.5%,2.3%,0.5,6.7%,14.1%
2023 Wimbledon R128,L vs Tomova,38,67,0.6,17.4%,30.6%,32,58,0.6,16.5%,29.9%,11.3%,4.6%,0.5,7.8%,16.0%
2023 Roland Garros R16,L vs Jabeur,13,22,0.6,12.6%,21.4%,13,18,0.7,13.8%,19.1%,7.4%,6.4%,0.9,16.5%,17.5%
2023 Roland Garros R32,W vs Cocciaretto,20,29,0.7,14.9%,21.6%,18,26,0.7,14.9%,21.5%,7.4%,6.6%,0.5,8.2%,17.2%
2023 Roland Garros R64,W vs Vekic,33,41,0.8,18.2%,22.7%,30,34,0.9,19.0%,21.5%,8.9%,10.1%,0.6,10.5%,18.8%
2023 Roland Garros R128,W vs Kontaveit,23,26,0.9,16.8%,19.0%,20,22,0.9,16.3%,17.9%,11.4%,3.3%,0.7,14.6%,20.4%
2023 Madrid R32,L vs Swiatek,12,22,0.5,11.8%,21.6%,11,17,0.6,12.0%,18.5%,6.5%,5.4%,2.1,16.7%,7.8%
2023 Indian Wells R64,W vs Samsonova,29,39,0.7,12.3%,16.6%,24,32,0.8,11.4%,15.2%,6.7%,4.8%,0.8,16.6%,20.9%
2023 Dubai R64,L vs Muchova,7,26,0.3,6.9%,25.5%,7,21,0.3,8.0%,24.1%,6.9%,1.1%,1.1,20.6%,19.6%
2023 Australian Open R32,L vs Gauff,23,47,0.5,15.3%,31.3%,22,44,0.5,16.2%,32.4%,12.5%,2.9%,0.7,15.3%,20.7%
2022 US Open R128,L vs Kalinina,14,42,0.3,11.0%,33.1%,11,32,0.3,10.3%,29.9%,9.3%,0.9%,0.1,2.4%,22.8%
Career (53 matches),,1077,1777,0.6,13.5%,22.3%,944,1527,0.6,13.3%,21.5%,7.3%,3.6%,0.7,11.9%,17.1%
