Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Auckland QF,L vs Montgomery,0.0%,-,5.0%,66.7%,12.5%,25.0%,0.0%,22.6%,66.7%,0.0%,-,101,101
2024 Rome R64,L vs Swiatek,0.0%,-,4.4%,80.0%,14.0%,6.7%,20.0%,10.0%,50.0%,1.4%,100.0%,31,7
2024 Miami R128,L vs Collins,0.0%,-,3.5%,83.3%,22.7%,30.8%,50.0%,6.5%,25.0%,0.6%,100.0%,24,67
2023 Roland Garros R16,L vs Jabeur,0.0%,-,11.7%,58.3%,4.2%,0.0%,0.0%,5.6%,25.0%,2.8%,25.0%,46,14
2023 Roland Garros R32,W vs Cocciaretto,0.0%,-,3.7%,80.0%,14.3%,25.0%,12.5%,15.6%,26.7%,2.5%,16.7%,89,78
2023 Roland Garros R64,W vs Vekic,0.0%,-,3.9%,42.9%,15.3%,30.4%,11.1%,13.5%,5.9%,2.5%,66.7%,132,118
2023 Roland Garros R128,W vs Kontaveit,0.0%,-,0.7%,0.0%,23.1%,30.4%,0.0%,10.6%,18.2%,1.1%,50.0%,107,86
2023 Madrid R32,L vs Swiatek,0.0%,-,2.9%,66.7%,11.9%,28.6%,14.3%,14.3%,16.7%,0.8%,0.0%,69,80
2023 Indian Wells R64,W vs Samsonova,0.0%,-,3.0%,71.4%,13.3%,16.0%,8.3%,11.9%,36.4%,0.7%,50.0%,-21,46
2023 Dubai R64,L vs Muchova,0.0%,-,5.9%,66.7%,18.8%,25.0%,0.0%,11.5%,50.0%,1.0%,0.0%,59,111
2023 Australian Open R32,L vs Gauff,0.0%,-,7.3%,36.4%,13.0%,12.5%,33.3%,7.1%,28.6%,0.4%,0.0%,82,34
2022 Hamburg F,W vs Kontaveit,0.0%,-,4.8%,60.0%,30.6%,21.4%,25.0%,12.5%,50.0%,0.0%,-,83,75
2022 Budapest F,W vs Krunic,1.6%,100.0%,13.1%,68.8%,20.3%,38.5%,11.1%,7.4%,20.0%,0.6%,0.0%,28,36
2022 Budapest R32,W vs Bassols Ribera,0.0%,-,8.1%,81.8%,10.9%,20.0%,20.0%,10.6%,12.5%,0.4%,100.0%,3,29
2021 Eastbourne R32,L vs Sabalenka,0.0%,-,7.4%,87.5%,28.1%,33.3%,0.0%,17.9%,33.3%,0.0%,-,189,139
2020 Adelaide R16,L vs Sabalenka,0.0%,-,6.3%,75.0%,21.6%,28.6%,0.0%,9.7%,50.0%,0.0%,-,93,109
2019 Beijing R64,L vs Alexandrova,0.0%,-,2.7%,80.0%,14.5%,25.0%,10.0%,11.3%,14.3%,1.0%,50.0%,142,140
2019 Wuhan R32,L vs Bertens,0.0%,-,13.9%,54.2%,6.0%,5.9%,5.3%,11.3%,21.1%,2.6%,25.0%,40,27
2019 Jurmala SF,L vs Kawa,0.0%,-,7.0%,62.5%,3.8%,14.3%,0.0%,15.2%,50.0%,2.8%,40.0%,55,50
2019 Lausanne SF,L vs Ferro,0.0%,-,6.6%,77.8%,15.5%,21.1%,7.7%,10.9%,18.2%,0.5%,0.0%,113,61
Career (31 matches),,0.0%,100.0%,5.9%,66.9%,14.2%,22.2%,11.0%,10.4%,21.8%,1.1%,33.8%,49,50
