Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),241,288,137,1653,131,1610,97,1640,118,1545,397,194,,
2025,157,459,131,1664,128,1622,98,1646,114,1550,248,325
2024,71,896,55,1787,62,1721,32,1755,58,1638,142,563
2023,65,941,75,1729,85,1659,48,1730,119,1522,,
2022,44,1097,60,1786,79,1689,30,1785,84,1562,,
2021,93,815,106,1681,122,1615,80,1657,120,1520,,
2020,62,1105,73,1726,80,1674,57,1694,,,147,584
2019,66,863,83,1740,95,1662,45,1731,110,1555,279,262
2018,69,829,98,1700,94,1652,79,1657,113,1529,734,20
2017,127,475,,,,,,,,,403,132
2016,320,134,,,,,,,,,308,182
2015,248,182,,,,,,,,,242,258
2014,331,105,,,,,,,,,365,124
2013,384,113,,,,,,,,,659,53
2012,650,35,,,,,,,,,,
2011,1028,10,,,,,,,,,,
