Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 W25 Platja D'Aro R32,L vs Sierra,38% (3/8),100% (3/3),2/6,88% (7/8),0% (0/7),0/3,0/0,1/2,0/0,0/0
2020 Hua Hin F,L vs Linette,11% (1/9),0% (0/1),0/3,50% (4/8),25% (1/4),0/0,0/0,2/2,0/0,1/1
2020 Hua Hin R16,W vs Zhu,75% (6/8),83% (5/6),1/1,38% (3/8),67% (2/3),3/4,1/1,0/0,0/0,0/0
2019 W25 Las Palmas de Gran Canaria QF,W vs Papamichail,64% (7/11),100% (7/7),3/5,50% (5/10),0% (0/5),2/5,0/0,1/1,0/0,0/0
2019 W25 Darmstadt R32,L vs Waltert,30% (3/10),100% (3/3),1/5,67% (6/9),0% (0/6),1/2,0/0,0/1,0/0,0/1
2019 W25 Klosters R32,L vs Stadler,41% (7/17),71% (5/7),4/6,44% (8/18),0% (0/8),2/5,1/4,0/3,0/0,0/1
2019 W25 Akko R32,W vs Biran,80% (8/10),88% (7/8),3/4,40% (4/10),0% (0/4),3/6,1/2,0/0,0/1,0/0
2019 W25 Hong Kong R32,L vs Lu,29% (5/17),80% (4/5),1/3,47% (8/17),38% (3/8),2/4,1/1,1/3,0/0,1/2
2019 W25 Karuizawa QF,W vs Hondo,83% (5/6),100% (5/5),0/0,25% (2/8),50% (1/2),4/5,2/3,0/0,1/1,0/0
2019 W25 Changwon SF,L vs Simmonds,33% (5/15),80% (4/5),2/5,59% (10/17),30% (3/10),2/2,0/0,0/1,0/0,0/1
2019 W25 Changwon R32,W vs Fanning,50% (8/16),75% (6/8),2/4,47% (7/15),43% (3/7),5/5,2/2,2/2,0/0,0/0
2019 W60 Fukuoka R16,L vs Watson,33% (3/9),33% (1/3),1/4,67% (6/9),33% (2/6),0/1,0/0,1/1,0/0,1/1
2019 W60 Fukuoka R32,W vs Kuwata,88% (7/8),71% (5/7),1/2,22% (2/9),0% (0/2),4/5,2/2,0/0,1/1,0/0
2019 W25 Chiasso R32,L vs Uebelhoer,30% (3/10),67% (2/3),1/3,44% (4/9),0% (0/4),0/2,0/0,1/2,0/0,1/1
2019 W15 Monastir R32,L vs Dentoni,30% (3/10),100% (3/3),3/4,60% (6/10),0% (0/6),2/3,0/0,1/3,0/0,1/2
2019 W15 Monastir R16,L vs Mandlik,67% (6/9),33% (2/6),1/5,63% (5/8),0% (0/5),1/2,0/0,1/1,0/0,1/1
2019 W15 Monastir R32,W vs Peral,71% (5/7),100% (5/5),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,1/1,0/0
2019 W15 Monastir SF,L vs Michel,14% (1/7),100% (1/1),0/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2019 W15 Monastir QF,W vs Seibold,55% (6/11),50% (3/6),1/2,18% (2/11),0% (0/2),3/3,1/2,0/0,1/1,0/0
2019 W15 Monastir R16,W vs Karregat,67% (6/9),100% (6/6),2/2,50% (4/8),50% (2/4),2/4,0/0,0/0,0/0,0/0
2022 (1 matches),,37.5%,100.0%,33.3%,87.5%,0.0%,0.0%,-,50.0%,-,-
2020 (2 matches),,41.2%,71.4%,25.0%,43.8%,42.9%,75.0%,100.0%,100.0%,-,100.0%
2019 (19 matches),,47.8%,79.0%,44.6%,45.9%,17.0%,65.2%,64.7%,45.5%,80.0%,50.0%
2018 (1 matches),,11.1%,100.0%,33.3%,62.5%,20.0%,100.0%,-,0.0%,-,-
2017 (28 matches),,61.5%,81.6%,42.6%,54.5%,20.4%,62.1%,59.3%,54.2%,58.3%,25.0%
Career (66 matches),,53.2%,81.8%,40.7%,53.6%,16.5%,60.2%,55.9%,46.3%,63.2%,41.4%
