Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2025,Q1,2,0.75,2.2%,2.9%,73.9%,48.0%,44.4%,47.1%,39.6%,52.0%,85.7%
Roland Garros,3,Clay,4,1,3,25.0%,0,0,0,-,2020,2025,Q2,4,0.84,1.9%,1.6%,71.7%,52.6%,53.8%,53.0%,39.7%,54.5%,37.8%
Wimbledon,2,Grass,3,1,2,33.3%,1,1,0,100.0%,2021,2025,Q2,3,0.85,2.3%,3.2%,65.2%,61.8%,49.4%,57.5%,36.3%,29.4%,31.8%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2021,2021,Q1,1,0.79,0.0%,5.0%,70.0%,52.4%,38.9%,48.3%,40.6%,40.0%,28.6%
Bogota,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2021,2025,R32,2,0.88,1.7%,6.3%,52.6%,53.3%,45.8%,49.7%,44.3%,40.0%,33.3%
Guadalajara,2,Hard,6,4,2,66.7%,0,0,0,-,2021,2022,R16,6,1.12,3.5%,5.1%,59.2%,62.9%,48.4%,57.0%,48.1%,40.6%,50.0%
Palermo,2,Clay,2,0,2,0.0%,0,0,0,-,2020,2021,R32,2,0.75,3.1%,5.5%,70.9%,54.4%,45.9%,52.0%,36.2%,47.4%,33.3%
Prague,2,Hard,9,5,4,55.6%,2,1,1,50.0%,2020,2021,R16,9,1.08,1.3%,3.3%,67.3%,55.7%,52.1%,54.5%,49.0%,56.5%,47.5%
Istanbul,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2020,2021,Q2,3,0.98,0.4%,4.6%,67.8%,50.8%,39.3%,47.1%,51.9%,46.3%,63.6%
Lugano,2,Clay,2,0,2,0.0%,0,0,0,-,2018,2019,Q1,2,0.65,1.0%,2.9%,57.7%,51.7%,31.8%,43.3%,37.0%,35.3%,60.0%
