Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 W50 Palma Del Rio F,L vs Klimovicova,16.0%,29.6%,41.5%,20.3%,35.9%,43.1%,65.5%,62.9%,70.0%,0.0%,7.1%,35.7%,25.0%,50.0%,-,-119
2024 W50 Palma Del Rio QF,W vs Berecoechea,11.3%,18.9%,56.8%,12.8%,17.9%,64.7%,65.0%,68.4%,80.0%,9.1%,27.3%,30.0%,0.0%,57.1%,-,-104
2022 ITF Platja R32,L vs Sierra,11.5%,17.3%,30.0%,19.4%,22.6%,36.0%,28.6%,58.8%,66.7%,0.0%,13.3%,20.0%,12.5%,71.4%,-,-119
2020 Hua Hin F,L vs Linette,25.5%,27.3%,40.0%,34.4%,37.5%,61.9%,29.4%,13.3%,33.3%,13.6%,13.6%,15.8%,33.3%,15.4%,0.0%,-51
2020 Hua Hin R16,W vs Zhu,31.5%,33.3%,50.0%,35.0%,37.5%,46.2%,13.3%,28.0%,66.7%,23.1%,23.1%,60.0%,0.0%,80.0%,-,-18
Career (5 matches),,19.0%,25.8%,43.6%,23.8%,31.1%,49.7%,45.3%,48.6%,66.7%,9.3%,16.0%,29.4%,16.2%,47.4%,0.0%,-22
