Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),602,77,451,1268,384,1297,409,1226,254,1256,738,75,,
2025,349,177,450,1268,397,1297,415,1226,261,1256,522,137
2024,221,323,398,1320,358,1326,371,1273,,,245,317
2023,425,137,,,,,,,,,,
2022,611,53,363,1169,352,1191,345,1120,,,,
2021,165,427,297,1265,283,1281,295,1201,223,1276,,
2020,157,466,145,1532,135,1519,144,1447,,,333,233
2019,333,155,,,,,,,,,416,150
2018,539,36,,,,,,,,,394,135
2017,618,38,,,,,,,,,800,29
2016,872,14,,,,,,,,,781,32
