Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2026,Q1,2,0.61,0.0%,2.9%,70.2%,46.6%,25.8%,40.4%,36.4%,50.0%,33.3%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2025,2025,Q1,1,0.98,0.0%,4.6%,78.2%,52.9%,36.8%,49.4%,49.5%,41.7%,36.8%
Fed Cup,4,,15,7,8,46.7%,2,1,1,50.0%,2012,2016,,0,,,,,,,,,,
Merida,3,Hard,3,0,3,0.0%,0,0,0,-,2024,2026,R32,3,0.65,0.7%,5.8%,67.4%,35.5%,37.8%,36.2%,41.2%,30.8%,25.9%
Guadalajara 125,2,Hard,3,1,2,33.3%,0,0,0,-,2024,2025,R16,3,0.85,1.0%,7.8%,61.8%,55.6%,43.6%,51.0%,41.9%,42.3%,47.8%
Tampico 125,2,Hard,2,0,2,0.0%,0,0,0,-,2023,2024,R32,2,0.44,1.0%,5.9%,65.3%,47.0%,34.3%,42.6%,25.3%,41.2%,0.0%
Guadalajara,2,Hard,4,2,2,50.0%,3,2,1,66.7%,2023,2024,R32,4,0.96,0.0%,4.9%,70.1%,59.1%,43.7%,54.5%,43.8%,48.6%,38.6%
Bogota,2,Clay,2,0,2,0.0%,0,0,0,-,2016,2024,Q1,2,0.66,0.9%,13.7%,65.0%,53.9%,24.4%,43.6%,37.2%,38.9%,80.0%
San Luis Potosi 125,2,Clay,2,0,2,0.0%,1,1,0,100.0%,2023,2024,R32,2,0.87,0.0%,6.9%,64.2%,52.0%,40.4%,47.8%,45.5%,46.2%,37.5%
